,2P,2P.1,2PA,3P,3P.1,3PA,AST,BLK,DRB,FG,FG%,FGA,FT,FT%,FTA,G,GS,MP,ORB,PF,PTS,STL,TOV,TRB,Traded,Pos_C,Pos_C-PF,Pos_C-SF,Pos_F,Pos_G-F,Pos_PF,Pos_PF-C,Pos_PF-SF,Pos_PG,Pos_PG-SG,Pos_SF,Pos_SF-PF,Pos_SF-SG,Pos_SG,Pos_SG-PF,Pos_SG-PG,Pos_SG-SF,player_year,Player,Age,Tm,PER,TS%,3PAr,FTr,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Year,Signed,Dollars_Per_year
1663,4.5,0.547,8.2,0.3,0.316,0.9,2.3,0.7,4.2,4.8,0.523,9.1,2.2,0.8079999999999999,2.7,82,68,29.8,0.8,2.2,12.0,1.1,1.5,4.9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Grant Hill2009,Grant Hill,36,PHO,15.2,0.584,0.102,0.301,3.5,1.9,5.3,0.10400000000000001,0.3,0.4,0.8,1.7,2009,2011,6500000.0
1664,3.7,0.483,7.7,0.4,0.43799999999999994,1.0,2.4,0.4,4.6,4.1,0.478,8.7,2.5,0.8170000000000001,3.1,81,81,30.0,0.9,2.0,11.3,0.7,1.3,5.5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Grant Hill2010,Grant Hill,37,PHO,14.0,0.561,0.114,0.35700000000000004,3.7,1.8,5.5,0.109,0.4,0.7,1.1,1.9,2010,2011,6500000.0
1665,4.4,0.498,8.9,0.6,0.395,1.4,2.5,0.4,3.3,5.0,0.484,10.3,2.7,0.8290000000000001,3.2,80,80,30.1,1.0,2.3,13.2,0.8,1.7,4.2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Grant Hill2011,Grant Hill,38,PHO,14.7,0.563,0.138,0.312,3.1,1.3,4.4,0.087,0.2,0.2,0.4,1.5,2011,2011,6500000.0
944,1.2,0.35600000000000004,3.3,2.0,0.387,5.3,0.9,0.1,2.3,3.2,0.375,8.6,0.7,0.875,0.7,75,4,24.4,0.3,1.7,9.1,0.5,0.6,2.5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Daequan Cook2009,Daequan Cook,21,MIA,10.3,0.512,0.612,0.087,0.9,1.3,2.2,0.055999999999999994,-0.7,-2.0,-2.7,-0.3,2009,2011,3250000.0
945,0.9,0.32299999999999995,2.8,0.9,0.317,2.8,1.0,0.2,1.6,1.8,0.32,5.6,0.5,0.84,0.6,45,3,15.4,0.2,1.1,5.0,0.3,0.5,1.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Daequan Cook2010,Daequan Cook,22,MIA,7.5,0.42200000000000004,0.498,0.099,-0.7,0.8,0.1,0.01,-3.1,-0.9,-3.9,-0.3,2010,2011,3250000.0
946,0.3,0.519,0.6,1.5,0.42200000000000004,3.6,0.5,0.0,1.5,1.8,0.436,4.2,0.4,0.8,0.5,43,0,13.9,0.2,1.2,5.6,0.3,0.4,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Daequan Cook2011,Daequan Cook,23,OKC,12.8,0.63,0.851,0.11,1.2,0.4,1.6,0.126,2.4,-2.5,-0.1,0.3,2011,2011,3250000.0
4046,1.0,0.385,2.6,0.1,0.059000000000000004,1.1,0.1,0.6,1.8,1.1,0.28600000000000003,3.7,0.6,0.818,0.7,15,0,11.3,1.3,1.3,2.8,0.1,0.3,3.1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Shawne Williams2009,Shawne Williams,22,DAL,7.5,0.345,0.304,0.196,-0.2,0.2,0.0,-0.012,-5.3,-1.2,-6.5,-0.2,2009,2011,3079000.0
4047,1.2,0.457,2.7,1.3,0.401,3.3,0.7,0.8,2.8,2.6,0.426,6.0,0.6,0.8370000000000001,0.8,64,11,20.7,0.9,2.6,7.1,0.6,0.7,3.7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Shawne Williams2011,Shawne Williams,24,NYK,12.2,0.5579999999999999,0.551,0.127,1.4,1.1,2.5,0.08900000000000001,0.1,-0.5,-0.4,0.5,2011,2011,3079000.0
2368,1.1,0.479,2.2,0.0,0.0,0.3,0.5,0.5,1.5,1.1,0.42200000000000004,2.5,0.3,0.769,0.4,33,0,8.5,0.8,1.2,2.4,0.4,0.4,2.2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Josh McRoberts2009,Josh McRoberts,21,IND,12.5,0.451,0.12,0.157,0.0,0.4,0.4,0.073,-3.0,1.9,-1.1,0.1,2009,2011,3067500.0
2369,1.6,0.5529999999999999,2.9,0.2,0.348,0.5,1.0,0.4,2.1,1.8,0.521,3.5,0.5,0.5,0.9,42,3,12.5,1.0,1.8,4.3,0.4,0.5,3.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Josh McRoberts2010,Josh McRoberts,22,IND,14.8,0.55,0.158,0.26,0.8,0.7,1.5,0.134,-0.7,1.1,0.4,0.3,2010,2011,3067500.0
2370,2.6,0.5770000000000001,4.5,0.3,0.38299999999999995,0.8,2.1,0.8,3.8,2.9,0.547,5.4,1.2,0.7390000000000001,1.7,72,51,22.2,1.5,2.3,7.4,0.7,1.3,5.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Josh McRoberts2011,Josh McRoberts,23,IND,16.0,0.608,0.155,0.308,2.6,2.2,4.9,0.147,0.4,2.2,2.6,1.9,2011,2011,3067500.0
3680,4.5,0.56,8.0,1.4,0.359,3.8,2.8,0.3,3.8,5.8,0.495,11.8,2.2,0.8390000000000001,2.6,24,10,32.6,0.8,2.0,15.2,1.0,1.2,4.6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Reggie Williams2010,Reggie Williams,23,GSW,16.1,0.588,0.325,0.21899999999999997,1.5,0.3,1.7,0.105,1.3,-1.7,-0.3,0.3,2010,2011,2556250.0
3681,2.1,0.502,4.1,1.3,0.423,3.0,1.5,0.0,2.1,3.4,0.469,7.2,1.3,0.746,1.7,80,9,20.3,0.6,1.6,9.2,0.4,0.7,2.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Reggie Williams2011,Reggie Williams,24,GSW,14.9,0.585,0.42100000000000004,0.23399999999999999,3.4,0.3,3.7,0.109,1.2,-3.1,-1.9,0.0,2011,2011,2556250.0
1908,0.6,0.415,1.3,0.8,0.344,2.4,0.5,0.4,1.3,1.4,0.369,3.7,0.7,0.8390000000000001,0.8,40,1,15.8,0.3,1.5,4.2,0.3,0.3,1.6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,James Jones2009,James Jones,28,MIA,8.4,0.52,0.644,0.20800000000000002,0.4,0.5,0.9,0.065,-1.8,-0.9,-2.7,-0.1,2009,2011,1500000.0
1909,0.2,0.207,0.8,1.0,0.41100000000000003,2.5,0.5,0.1,1.1,1.2,0.361,3.3,0.6,0.821,0.8,36,6,14.0,0.1,1.3,4.1,0.3,0.3,1.3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,James Jones2010,James Jones,29,MIA,8.8,0.556,0.7559999999999999,0.235,0.5,0.5,1.0,0.099,-0.4,-0.9,-1.3,0.1,2010,2011,1500000.0
1910,0.3,0.39,0.7,1.5,0.429,3.5,0.5,0.2,1.7,1.8,0.42200000000000004,4.3,0.7,0.833,0.9,81,8,19.1,0.3,1.6,5.9,0.4,0.3,2.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,James Jones2011,James Jones,30,MIA,11.1,0.629,0.8290000000000001,0.20800000000000002,3.0,1.7,4.7,0.145,1.7,-0.8,0.9,1.1,2011,2011,1500000.0
1036,1.7,0.5,3.4,0.0,0.0,0.0,0.2,0.3,1.7,1.7,0.495,3.4,0.5,0.6459999999999999,0.8,63,2,11.2,0.9,1.5,3.9,0.4,0.2,2.5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Dante Cunningham2010,Dante Cunningham,22,POR,14.3,0.517,0.009000000000000001,0.22399999999999998,0.9,1.0,1.9,0.129,-2.1,0.2,-1.9,0.0,2010,2011,2045000.0
1037,2.8,0.473,5.9,0.0,0.077,0.2,0.6,0.6,2.3,2.8,0.462,6.1,0.6,0.726,0.8,78,18,21.0,1.2,2.3,6.2,0.7,0.7,3.6,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Dante Cunningham2011,Dante Cunningham,23,TOT,10.7,0.483,0.027999999999999997,0.131,0.3,1.7,2.0,0.06,-3.1,0.4,-2.6,-0.3,2011,2011,2045000.0
4083,4.3,0.486,8.9,0.5,0.348,1.5,1.9,1.2,5.2,4.8,0.466,10.4,1.2,0.662,1.8,77,51,29.3,1.9,3.2,11.4,0.6,2.1,7.1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Spencer Hawes2009,Spencer Hawes,20,SAC,13.0,0.509,0.14400000000000002,0.17,-0.4,1.2,0.8,0.016,-2.2,0.1,-2.1,0.0,2009,2011,4051023.0
4084,4.0,0.494,8.0,0.4,0.299,1.2,2.2,1.2,4.0,4.3,0.46799999999999997,9.3,1.0,0.6890000000000001,1.5,72,59,26.4,2.0,2.8,10.0,0.4,1.8,6.1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Spencer Hawes2010,Spencer Hawes,21,SAC,13.8,0.507,0.131,0.159,0.5,1.6,2.1,0.054000000000000006,-1.3,1.0,-0.3,0.8,2010,2011,4051023.0
4085,3.1,0.48,6.6,0.1,0.243,0.5,1.5,0.9,4.1,3.3,0.465,7.0,0.6,0.534,1.1,81,81,21.2,1.6,2.5,7.2,0.4,1.2,5.7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Spencer Hawes2011,Spencer Hawes,22,PHI,12.8,0.48100000000000004,0.065,0.155,-0.3,2.6,2.4,0.066,-2.8,1.6,-1.1,0.4,2011,2011,4051023.0
3999,1.3,0.5,2.7,0.3,0.37799999999999995,0.8,0.8,0.1,0.7,1.6,0.473,3.4,0.7,0.821,0.8,48,0,9.9,0.2,0.9,4.2,0.5,0.8,0.9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Shannon Brown2009,Shannon Brown,23,TOT,12.9,0.5539999999999999,0.22399999999999998,0.23600000000000002,0.1,0.6,0.7,0.067,-2.1,-0.6,-2.7,-0.1,2009,2011,3500000.0
4000,2.3,0.474,4.9,0.8,0.32799999999999996,2.3,1.3,0.4,1.9,3.1,0.42700000000000005,7.2,1.2,0.818,1.5,82,7,20.7,0.4,1.6,8.1,0.7,0.8,2.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Shannon Brown2010,Shannon Brown,24,LAL,12.4,0.517,0.319,0.204,1.1,2.3,3.4,0.096,-1.3,0.0,-1.3,0.3,2010,2011,3500000.0
4001,2.4,0.462,5.3,0.9,0.349,2.6,1.2,0.2,1.5,3.3,0.425,7.8,1.1,0.9109999999999999,1.2,82,0,19.1,0.4,1.5,8.7,0.8,0.9,1.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Shannon Brown2011,Shannon Brown,25,LAL,13.6,0.518,0.33,0.157,1.1,1.9,3.1,0.09300000000000001,-0.6,-0.9,-1.5,0.2,2011,2011,3500000.0
3962,2.6,0.39899999999999997,6.5,1.0,0.34600000000000003,2.8,4.6,0.2,1.3,3.6,0.38299999999999995,9.3,1.7,0.8190000000000001,2.1,75,43,27.9,0.4,2.5,9.8,1.0,1.9,1.7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Sebastian Telfair2009,Sebastian Telfair,23,MIN,10.8,0.48100000000000004,0.303,0.23,0.0,0.8,0.8,0.019,-1.1,-2.0,-3.1,-0.6,2009,2011,1533750.0
3963,1.6,0.483,3.4,0.3,0.23199999999999998,1.3,2.9,0.1,0.9,1.9,0.413,4.7,0.7,0.784,0.9,43,1,15.3,0.1,1.7,4.8,0.6,1.2,1.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Sebastian Telfair2010,Sebastian Telfair,24,TOT,10.3,0.479,0.27899999999999997,0.184,-0.1,0.4,0.3,0.02,-2.8,-2.5,-5.4,-0.6,2010,2011,1533750.0
3964,1.9,0.423,4.4,0.8,0.359,2.1,3.0,0.1,1.0,2.6,0.402,6.5,1.2,0.733,1.6,37,8,19.2,0.5,1.7,7.2,0.7,1.7,1.5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Sebastian Telfair2011,Sebastian Telfair,25,MIN,10.5,0.49700000000000005,0.324,0.249,0.0,0.2,0.1,0.008,-1.5,-2.6,-4.1,-0.4,2011,2011,1533750.0
1586,1.7,0.488,3.4,0.3,0.32799999999999996,0.9,0.8,0.1,1.4,2.0,0.45399999999999996,4.3,0.9,0.6779999999999999,1.4,63,11,12.6,0.4,1.2,5.2,0.4,0.7,1.8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Gary Forbes2011,Gary Forbes,25,DEN,11.7,0.524,0.212,0.319,0.3,0.7,0.9,0.055,-1.7,-1.0,-2.6,-0.1,2011,2011,1500000.0
2626,1.9,0.507,3.8,0.0,0.0,0.0,0.8,0.7,3.4,1.9,0.503,3.8,0.5,0.8220000000000001,0.6,79,10,17.8,1.7,2.2,4.3,0.4,0.5,5.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Kurt Thomas2009,Kurt Thomas,36,SAS,14.0,0.53,0.006999999999999999,0.14800000000000002,1.8,2.7,4.5,0.152,-2.1,3.1,1.0,1.1,2009,2011,1352181.0
2627,1.4,0.47600000000000003,3.0,0.0,0.0,0.0,0.7,0.7,3.0,1.4,0.47600000000000003,3.0,0.2,0.8,0.2,70,9,15.0,1.2,2.3,3.0,0.4,0.7,4.2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Kurt Thomas2010,Kurt Thomas,37,MIL,9.9,0.489,0.0,0.07200000000000001,0.0,2.0,2.1,0.095,-4.2,3.4,-0.8,0.3,2010,2011,1352181.0
2628,1.8,0.508,3.6,0.0,1.0,0.0,1.2,0.8,4.3,1.8,0.511,3.6,0.4,0.625,0.6,52,37,22.7,1.4,3.2,4.1,0.6,0.8,5.8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Kurt Thomas2011,Kurt Thomas,38,CHI,10.0,0.527,0.005,0.172,0.7,2.6,3.2,0.131,-2.7,3.7,1.0,0.9,2011,2011,1352181.0
1165,1.2,0.363,3.2,1.1,0.271,4.0,3.1,0.1,2.0,2.3,0.312,7.2,1.0,0.5329999999999999,1.9,32,25,27.7,0.3,1.3,6.6,0.7,1.0,2.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,DeShawn Stevenson2009,DeShawn Stevenson,27,WAS,6.9,0.41,0.5579999999999999,0.26,-0.6,0.0,-0.6,-0.032,-1.9,-2.3,-4.2,-0.5,2009,2011,2500000.0
1166,0.4,0.355,1.2,0.3,0.218,1.4,0.9,0.1,1.3,0.7,0.282,2.5,0.4,0.7140000000000001,0.5,64,18,13.8,0.2,1.2,2.1,0.3,0.5,1.4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,DeShawn Stevenson2010,DeShawn Stevenson,28,TOT,3.3,0.381,0.534,0.215,-0.9,0.5,-0.4,-0.022000000000000002,-4.0,-0.5,-4.5,-0.6,2010,2011,2500000.0
1167,0.5,0.42,1.1,1.3,0.37799999999999995,3.5,1.1,0.1,1.2,1.8,0.38799999999999996,4.6,0.5,0.767,0.6,72,54,16.1,0.3,1.0,5.3,0.3,0.6,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,DeShawn Stevenson2011,DeShawn Stevenson,29,DAL,9.8,0.5489999999999999,0.755,0.13,0.8,1.0,1.8,0.07400000000000001,0.7,-0.7,0.0,0.6,2011,2011,2500000.0
1805,3.0,0.491,6.1,2.2,0.397,5.6,2.8,0.2,3.1,5.2,0.446,11.7,2.5,0.754,3.4,81,18,27.7,0.5,2.3,15.2,1.0,1.9,3.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,J.R. Smith2009,J.R. Smith,23,DEN,16.8,0.5760000000000001,0.47700000000000004,0.28600000000000003,3.6,2.2,5.8,0.124,2.9,-1.2,1.7,2.1,2009,2011,2500000.0
1806,3.6,0.47700000000000004,7.5,2.1,0.33799999999999997,6.2,2.4,0.3,2.7,5.7,0.414,13.8,1.9,0.706,2.7,75,0,27.8,0.4,2.3,15.4,1.3,1.9,3.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,J.R. Smith2010,J.R. Smith,24,DEN,15.0,0.515,0.452,0.195,0.6,2.1,2.7,0.062,1.2,-1.2,0.0,1.1,2010,2011,2500000.0
1807,2.7,0.466,5.9,1.6,0.39,4.0,2.2,0.2,3.5,4.3,0.435,9.9,2.1,0.738,2.8,79,6,24.9,0.6,2.2,12.3,1.2,1.3,4.1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,J.R. Smith2011,J.R. Smith,25,DEN,16.4,0.55,0.406,0.282,2.6,2.3,5.0,0.121,1.8,0.0,1.9,1.9,2011,2011,2500000.0
2508,4.6,0.498,9.2,0.2,0.368,0.6,2.0,1.1,4.8,4.8,0.491,9.8,1.8,0.604,3.0,66,66,32.0,1.2,3.0,11.7,1.5,1.6,6.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Kenyon Martin2009,Kenyon Martin,31,DEN,13.6,0.523,0.059000000000000004,0.304,0.9,3.1,4.0,0.09,-1.5,2.3,0.8,1.5,2009,2011,2500000.0
2509,4.7,0.465,10.2,0.1,0.276,0.5,1.9,1.1,7.0,4.9,0.456,10.7,1.6,0.557,2.9,58,58,34.2,2.4,3.2,11.5,1.2,1.6,9.4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Kenyon Martin2010,Kenyon Martin,32,DEN,13.4,0.48100000000000004,0.047,0.26899999999999996,0.4,2.8,3.3,0.079,-1.7,2.0,0.3,1.2,2010,2011,2500000.0
2510,3.8,0.518,7.4,0.0,0.222,0.2,2.3,0.7,4.8,3.9,0.511,7.5,0.9,0.583,1.5,48,48,25.7,1.4,2.8,8.6,0.9,1.2,6.2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Kenyon Martin2011,Kenyon Martin,33,DEN,14.1,0.526,0.025,0.19899999999999998,1.0,1.6,2.7,0.10400000000000001,-0.7,2.4,1.7,1.2,2011,2011,2500000.0
12,1.4,0.488,3.0,0.0,0.0,0.0,0.8,0.3,2.4,1.4,0.485,3.0,0.6,0.5760000000000001,1.1,56,18,12.8,1.5,2.4,3.5,0.3,0.7,3.9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Aaron Gray2009,Aaron Gray,24,CHI,11.5,0.508,0.006,0.353,0.5,0.8,1.3,0.086,-1.7,0.5,-1.2,0.1,2009,2011,2500000.0
13,1.3,0.512,2.6,0.0,0.0,0.0,0.7,0.3,1.9,1.3,0.512,2.6,0.6,0.7140000000000001,0.9,32,0,9.7,1.4,1.7,3.3,0.3,0.6,3.3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Aaron Gray2010,Aaron Gray,25,TOT,16.6,0.551,0.0,0.341,0.5,0.4,0.9,0.142,-0.5,1.2,0.7,0.2,2010,2011,2500000.0
14,1.4,0.5660000000000001,2.4,0.0,0.0,0.0,0.4,0.3,2.7,1.4,0.5660000000000001,2.4,0.4,0.5,0.8,41,6,13.0,1.4,2.3,3.1,0.3,0.8,4.2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Aaron Gray2011,Aaron Gray,26,NOH,11.0,0.5660000000000001,0.0,0.34299999999999997,0.3,0.8,1.1,0.1,-2.7,1.2,-1.5,0.1,2011,2011,2500000.0
1399,1.1,0.37,2.9,0.0,0.4,0.1,0.4,0.3,0.9,1.1,0.371,3.0,0.5,0.722,0.7,51,0,7.5,0.4,0.5,2.7,0.1,0.5,1.2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Earl Clark2010,Earl Clark,22,PHO,8.5,0.42,0.033,0.23800000000000002,-0.5,0.2,-0.3,-0.033,-5.2,-1.0,-6.3,-0.4,2010,2011,1200000.0
1400,1.6,0.444,3.6,0.0,0.0,0.1,0.2,0.4,1.5,1.6,0.43,3.8,0.6,0.574,1.1,42,0,11.0,0.9,1.1,3.9,0.2,0.7,2.4,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Earl Clark2011,Earl Clark,23,TOT,10.1,0.456,0.032,0.297,-0.4,0.7,0.3,0.03,-5.5,0.1,-5.4,-0.4,2011,2011,1200000.0
300,2.8,0.442,6.4,1.2,0.39,3.0,3.4,0.2,3.4,4.0,0.426,9.4,1.5,0.8340000000000001,1.8,80,71,33.0,0.6,1.8,10.7,1.3,1.4,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Anthony Parker2009,Anthony Parker,33,TOR,12.1,0.524,0.32,0.192,1.4,2.0,3.4,0.063,0.1,0.5,0.6,1.7,2009,2011,2250000.0
301,1.2,0.45799999999999996,2.6,1.3,0.414,3.2,1.9,0.2,2.5,2.5,0.434,5.9,0.9,0.789,1.2,81,81,28.3,0.4,1.9,7.3,0.8,0.9,2.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Anthony Parker2010,Anthony Parker,34,CLE,9.9,0.5760000000000001,0.5489999999999999,0.2,2.3,2.6,4.9,0.10300000000000001,0.2,0.7,0.9,1.7,2010,2011,2250000.0
302,1.9,0.41200000000000003,4.5,1.2,0.379,3.2,3.0,0.1,2.6,3.1,0.39899999999999997,7.7,1.0,0.779,1.3,72,65,29.0,0.5,1.5,8.3,0.9,1.1,3.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Anthony Parker2011,Anthony Parker,35,CLE,10.5,0.505,0.41100000000000003,0.172,0.9,0.6,1.5,0.034,-0.9,-0.7,-1.6,0.2,2011,2011,2250000.0
2362,5.7,0.48,11.8,1.1,0.345,3.2,1.6,0.6,3.9,6.8,0.451,15.1,3.3,0.782,4.2,52,51,32.0,1.1,2.6,18.0,1.1,1.7,5.1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Josh Howard2009,Josh Howard,28,DAL,17.0,0.532,0.215,0.281,1.5,1.7,3.2,0.091,0.0,-0.9,-0.8,0.5,2009,2011,2150000.0
2363,3.8,0.444,8.6,0.7,0.267,2.5,1.4,0.3,2.7,4.5,0.405,11.1,3.1,0.784,4.0,35,12,26.2,0.9,2.6,12.7,0.7,1.3,3.6,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Josh Howard2010,Josh Howard,29,TOT,12.7,0.496,0.222,0.358,0.2,0.9,1.0,0.054000000000000006,-1.7,-1.3,-2.9,-0.2,2010,2011,2150000.0
2364,2.8,0.38299999999999995,7.4,0.4,0.24100000000000002,1.6,1.3,0.3,3.1,3.2,0.358,9.0,1.6,0.617,2.6,18,10,22.7,1.0,1.9,8.4,0.7,1.1,4.1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Josh Howard2011,Josh Howard,30,WAS,9.2,0.41600000000000004,0.179,0.29,-0.5,0.3,-0.2,-0.027000000000000003,-3.9,-1.5,-5.4,-0.4,2011,2011,2150000.0
499,3.3,0.537,6.2,0.0,0.0,0.1,0.5,0.9,2.4,3.3,0.528,6.3,1.6,0.741,2.2,39,23,17.6,1.6,1.9,8.3,0.6,0.6,4.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Brandan Wright2009,Brandan Wright,21,GSW,18.7,0.57,0.016,0.34600000000000003,1.4,0.4,1.9,0.131,-0.4,-1.0,-1.4,0.1,2009,2011,954266.0
500,1.6,0.513,3.2,0.0,0.0,0.0,0.3,0.5,1.6,1.6,0.513,3.2,0.6,0.677,0.8,37,2,10.2,0.8,0.9,3.8,0.3,0.4,2.4,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Brandan Wright2011,Brandan Wright,23,TOT,15.9,0.54,0.0,0.265,0.4,0.4,0.8,0.099,-2.6,-0.4,-3.0,-0.1,2011,2011,954266.0
1677,3.2,0.564,5.8,0.0,0.0,0.0,0.5,1.1,4.2,3.2,0.564,5.8,2.4,0.637,3.7,61,39,21.5,2.8,3.9,8.9,0.4,1.4,7.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Greg Oden2009,Greg Oden,21,POR,18.1,0.599,0.0,0.644,2.6,2.0,4.6,0.16699999999999998,-0.2,0.9,0.8,0.9,2009,2011,1500000.0
1678,4.4,0.605,7.2,0.0,0.0,0.0,0.9,2.3,5.4,4.4,0.605,7.2,2.3,0.7659999999999999,3.0,21,21,23.9,3.0,4.0,11.1,0.4,1.9,8.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Greg Oden2010,Greg Oden,22,POR,23.1,0.647,0.0,0.42100000000000004,1.3,1.0,2.2,0.214,0.5,3.2,3.7,0.7,2010,2011,1500000.0
838,3.0,0.503,5.9,0.0,0.0,0.1,0.8,0.3,2.9,3.0,0.49700000000000005,6.0,1.3,0.564,2.3,62,6,16.9,1.5,2.2,7.2,0.4,1.2,4.5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Chris Wilcox2009,Chris Wilcox,26,TOT,13.3,0.518,0.011000000000000001,0.37799999999999995,0.1,1.0,1.1,0.048,-3.0,-0.9,-3.9,-0.5,2009,2011,1400000.0
839,1.9,0.525,3.5,0.0,0.0,0.0,0.4,0.4,2.1,1.9,0.525,3.5,0.8,0.5,1.5,34,10,13.0,1.3,1.9,4.5,0.4,1.1,3.4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Chris Wilcox2010,Chris Wilcox,27,DET,12.0,0.532,0.0,0.433,-0.2,0.4,0.2,0.022000000000000002,-3.6,-0.5,-4.1,-0.2,2010,2011,1400000.0
840,3.3,0.583,5.6,0.0,0.0,0.0,0.8,0.3,3.1,3.3,0.581,5.6,0.9,0.562,1.6,57,29,17.5,1.7,2.5,7.4,0.5,0.8,4.8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Chris Wilcox2011,Chris Wilcox,28,DET,18.0,0.5870000000000001,0.003,0.276,2.0,0.8,2.8,0.133,0.3,-1.0,-0.7,0.3,2011,2011,1400000.0
1176,3.0,0.49,6.2,1.4,0.39899999999999997,3.6,3.5,0.2,2.7,4.5,0.457,9.8,1.4,0.833,1.7,64,64,33.6,0.5,2.0,11.7,1.5,1.4,3.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Delonte West2009,Delonte West,25,CLE,14.1,0.5589999999999999,0.365,0.17300000000000001,3.0,3.4,6.4,0.142,0.9,1.3,2.3,2.3,2009,2011,1400000.0
1177,2.8,0.47100000000000003,6.0,0.4,0.325,1.3,3.3,0.5,2.3,3.2,0.445,7.3,1.9,0.81,2.4,60,3,25.0,0.5,1.4,8.8,0.9,1.5,2.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Delonte West2010,Delonte West,26,CLE,13.8,0.53,0.177,0.326,1.3,2.0,3.3,0.106,-1.1,0.8,-0.2,0.7,2010,2011,1400000.0
