,2P,2P.1,2PA,3P,3P.1,3PA,AST,BLK,DRB,FG,FG%,FGA,FT,FT%,FTA,G,GS,MP,ORB,PF,PTS,STL,TOV,TRB,Traded,Pos_C,Pos_C-PF,Pos_C-SF,Pos_F,Pos_G-F,Pos_PF,Pos_PF-C,Pos_PF-SF,Pos_PG,Pos_PG-SG,Pos_SF,Pos_SF-PF,Pos_SF-SG,Pos_SG,Pos_SG-PF,Pos_SG-PG,Pos_SG-SF,player_year,Player,Age,Tm,PER,TS%,3PAr,FTr,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Year,Signed,Dollars_Per_year
384,4.3,0.434,9.9,1.9,0.315,6.0,8.9,0.3,3.5,6.2,0.389,15.9,3.6,0.675,5.4,54,48,36.5,0.8,3.1,17.9,1.6,2.9,4.4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Baron Davis2006,Baron Davis,26,GSW,18.3,0.489,0.376,0.336,2.4,2.0,4.4,0.106,3.7,-0.5,3.2,2.6,2006,2008,0.0
385,5.8,0.489,11.9,1.3,0.304,4.4,8.1,0.5,3.6,7.2,0.439,16.3,4.4,0.745,5.9,63,62,35.3,0.8,2.9,20.1,2.1,3.1,4.4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Baron Davis2007,Baron Davis,27,GSW,21.0,0.53,0.272,0.358,4.1,2.3,6.4,0.139,3.5,-0.2,3.3,3.0,2007,2008,0.0
386,5.8,0.47700000000000004,12.2,2.1,0.33,6.4,7.6,0.5,3.5,7.9,0.426,18.6,3.9,0.75,5.2,82,82,39.0,1.2,3.0,21.8,2.3,2.8,4.7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Baron Davis2008,Baron Davis,28,GSW,19.8,0.523,0.344,0.278,5.9,2.8,8.7,0.131,3.8,-0.2,3.5,4.5,2008,2008,0.0
3876,0.7,0.556,1.3,0.0,0.0,0.0,0.0,0.3,0.7,0.7,0.556,1.3,0.9,0.6,1.5,27,0,6.9,0.4,1.5,2.4,0.1,0.6,1.1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ryan Hollins2007,Ryan Hollins,22,CHA,8.5,0.597,0.0,1.111,0.0,0.2,0.2,0.04,-5.1,-1.3,-6.5,-0.2,2007,2008,0.0
3877,0.8,0.489,1.6,0.0,0.0,0.0,0.2,0.5,0.9,0.8,0.489,1.6,0.9,0.6709999999999999,1.4,60,1,8.9,0.9,1.6,2.5,0.2,0.4,1.8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Ryan Hollins2008,Ryan Hollins,23,CHA,11.4,0.565,0.0,0.872,0.6,0.4,1.1,0.096,-2.6,0.4,-2.1,0.0,2008,2008,0.0
3305,2.4,0.41100000000000003,5.8,0.8,0.397,2.0,2.0,0.0,1.5,3.2,0.40700000000000003,7.8,2.1,0.752,2.8,72,26,21.4,0.8,2.8,9.3,0.8,1.6,2.3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Nate Robinson2006,Nate Robinson,21,NYK,12.6,0.512,0.258,0.358,1.0,0.5,1.5,0.046,0.4,-1.8,-1.4,0.2,2006,2008,0.0
3306,2.3,0.465,4.8,1.3,0.39,3.3,1.4,0.1,1.5,3.5,0.434,8.2,1.7,0.777,2.2,64,5,21.2,0.9,2.5,10.1,0.8,1.1,2.4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Nate Robinson2007,Nate Robinson,22,NYK,15.2,0.552,0.40700000000000003,0.266,2.4,0.8,3.2,0.114,1.9,-1.8,0.1,0.7,2007,2008,0.0
3307,3.3,0.478,6.8,1.3,0.332,4.1,2.9,0.0,2.4,4.6,0.423,10.9,2.1,0.7859999999999999,2.7,72,17,26.2,0.7,2.6,12.7,0.8,1.4,3.1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Nate Robinson2008,Nate Robinson,23,NYK,15.3,0.526,0.373,0.251,2.5,0.7,3.2,0.08199999999999999,1.9,-2.0,-0.1,0.9,2008,2008,0.0
1802,1.7,0.40700000000000003,4.1,0.9,0.371,2.5,1.1,0.1,1.7,2.6,0.39299999999999996,6.7,1.5,0.8220000000000001,1.8,55,25,18.0,0.3,1.6,7.7,0.7,1.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,J.R. Smith2006,J.R. Smith,20,NOK,12.7,0.515,0.38299999999999995,0.276,0.4,0.8,1.2,0.06,-0.4,-1.5,-1.9,0.0,2006,2008,0.0
1803,2.1,0.515,4.2,2.4,0.39,6.1,1.4,0.1,1.8,4.5,0.441,10.2,1.6,0.81,2.0,63,24,23.3,0.5,2.3,13.0,0.8,1.3,2.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,J.R. Smith2007,J.R. Smith,21,DEN,15.6,0.585,0.593,0.196,2.5,1.1,3.7,0.12,2.8,-2.1,0.7,1.0,2007,2008,0.0
1804,2.1,0.542,3.8,2.1,0.40299999999999997,5.3,1.7,0.2,1.5,4.2,0.461,9.1,1.7,0.7190000000000001,2.4,74,0,19.2,0.6,1.9,12.3,0.8,1.5,2.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,J.R. Smith2008,J.R. Smith,22,DEN,18.1,0.603,0.579,0.264,2.5,1.3,3.7,0.126,3.8,-2.3,1.4,1.2,2008,2008,0.0
2019,2.8,0.445,6.4,1.7,0.35200000000000004,4.9,8.4,0.4,6.2,4.6,0.40399999999999997,11.3,2.4,0.795,3.1,80,80,37.2,1.1,2.0,13.3,1.9,2.4,7.3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Jason Kidd2006,Jason Kidd,32,NJN,19.2,0.526,0.436,0.27,4.5,5.6,10.1,0.163,2.7,2.5,5.1,5.4,2006,2008,0.0
2020,3.1,0.44799999999999995,6.8,1.6,0.34299999999999997,4.5,9.2,0.3,6.5,4.6,0.406,11.4,2.2,0.778,2.9,80,80,36.7,1.7,1.8,13.0,1.6,2.7,8.2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Jason Kidd2007,Jason Kidd,33,NJN,19.4,0.516,0.39799999999999996,0.253,5.1,4.1,9.3,0.152,3.0,1.8,4.8,5.0,2007,2008,0.0
2021,2.3,0.387,6.0,1.5,0.381,3.9,10.1,0.3,6.3,3.8,0.385,9.9,1.7,0.818,2.1,80,80,36.3,1.2,2.1,10.8,1.7,3.3,7.5,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Jason Kidd2008,Jason Kidd,34,TOT,16.7,0.499,0.39299999999999996,0.20800000000000002,2.0,3.8,5.9,0.09699999999999999,1.3,1.4,2.7,3.4,2008,2008,0.0
439,0.4,0.217,1.9,0.8,0.294,2.8,1.6,0.0,1.5,1.3,0.263,4.8,2.5,0.968,2.6,12,0,14.8,0.1,1.7,5.8,0.5,1.3,1.6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Blake Ahearn2008,Blake Ahearn,23,MIA,9.0,0.495,0.596,0.544,-0.1,0.1,0.0,-0.006,-2.4,-2.5,-5.0,-0.1,2008,2008,0.0
750,1.8,0.5710000000000001,3.1,0.0,0.0,0.0,0.2,1.3,2.9,1.8,0.5710000000000001,3.1,1.5,0.47600000000000003,3.2,32,2,17.8,1.9,2.6,5.0,0.3,0.8,4.8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Chris Andersen2006,Chris Andersen,27,NOK,14.1,0.562,0.0,1.051,0.6,0.7,1.3,0.11199999999999999,-2.7,1.2,-1.5,0.1,2006,2008,0.0
751,0.4,0.28600000000000003,1.4,0.0,0.0,0.0,0.0,0.8,1.4,0.4,0.28600000000000003,1.4,0.4,0.5,0.8,5,0,6.8,0.4,1.2,1.2,0.0,0.2,1.8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Chris Andersen2008,Chris Andersen,29,NOH,6.1,0.342,0.0,0.5710000000000001,-0.1,0.1,0.0,0.012,-9.9,0.7,-9.2,-0.1,2008,2008,0.0
393,5.5,0.47100000000000003,11.7,1.9,0.413,4.6,3.6,0.2,2.7,7.4,0.455,16.3,4.6,0.8640000000000001,5.4,82,51,33.0,0.4,3.1,21.4,0.8,3.0,3.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Ben Gordon2007,Ben Gordon,23,CHI,18.2,0.5720000000000001,0.28,0.32899999999999996,4.7,3.9,8.6,0.152,2.4,-0.9,1.5,2.4,2007,2009,10000000.0
394,4.5,0.445,10.0,2.0,0.41,4.8,3.0,0.1,2.5,6.4,0.434,14.8,3.7,0.9079999999999999,4.1,72,27,31.8,0.6,2.4,18.6,0.8,2.1,3.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Ben Gordon2008,Ben Gordon,24,CHI,16.4,0.5579999999999999,0.324,0.27399999999999997,3.6,1.4,5.1,0.106,2.1,-2.3,-0.1,1.1,2008,2009,10000000.0
395,5.2,0.47600000000000003,10.9,2.1,0.41,5.1,3.4,0.3,2.8,7.3,0.455,16.0,4.0,0.8640000000000001,4.7,82,76,36.6,0.6,2.2,20.7,0.9,2.4,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Ben Gordon2009,Ben Gordon,25,CHI,17.0,0.573,0.321,0.29,5.2,1.7,6.9,0.11,2.5,-1.9,0.6,1.9,2009,2009,10000000.0
147,2.4,0.48700000000000004,4.8,0.0,0.0,0.1,0.9,0.6,4.4,2.4,0.47600000000000003,5.0,2.0,0.616,3.3,81,6,23.9,2.4,3.3,6.8,0.9,0.8,6.7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Anderson Varejao2007,Anderson Varejao,24,CLE,14.4,0.527,0.022000000000000002,0.6679999999999999,2.6,4.0,6.6,0.16399999999999998,-1.3,2.9,1.6,1.7,2007,2009,8050000.0
148,2.8,0.46399999999999997,6.1,0.0,0.0,0.0,1.1,0.5,5.5,2.8,0.461,6.1,1.0,0.598,1.7,48,13,27.5,2.8,2.8,6.7,0.8,1.2,8.3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Anderson Varejao2008,Anderson Varejao,25,CLE,12.0,0.485,0.006999999999999999,0.278,0.5,1.9,2.4,0.086,-3.0,1.6,-1.4,0.2,2008,2009,8050000.0
149,3.3,0.5379999999999999,6.2,0.0,0.0,0.0,1.0,0.8,5.1,3.3,0.536,6.2,1.9,0.616,3.1,81,42,28.5,2.0,3.0,8.6,0.9,1.0,7.2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Anderson Varejao2009,Anderson Varejao,26,CLE,14.6,0.565,0.004,0.496,3.3,4.7,8.0,0.166,-1.2,2.7,1.6,2.1,2009,2009,8050000.0
4036,6.0,0.5870000000000001,10.2,1.0,0.317,3.2,1.7,1.5,7.7,7.0,0.524,13.4,2.5,0.81,3.1,80,80,37.6,2.2,2.7,17.5,2.0,1.4,9.8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Shawn Marion2007,Shawn Marion,28,PHO,20.8,0.594,0.235,0.23199999999999998,6.7,5.3,12.0,0.191,2.3,2.8,5.1,5.4,2007,2009,8003842.2
4037,5.3,0.5670000000000001,9.3,1.0,0.33299999999999996,3.1,2.2,1.3,8.0,6.3,0.508,12.5,1.7,0.7070000000000001,2.4,63,62,36.7,2.2,2.4,15.4,2.0,1.4,10.2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Shawn Marion2008,Shawn Marion,29,TOT,19.2,0.57,0.252,0.191,3.5,3.9,7.4,0.153,1.5,2.6,4.1,3.6,2008,2009,8003842.2
4038,5.4,0.506,10.7,0.1,0.18899999999999997,0.8,2.0,1.0,5.9,5.5,0.485,11.4,1.7,0.7959999999999999,2.1,69,68,35.8,2.6,1.9,12.9,1.3,1.5,8.5,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Shawn Marion2009,Shawn Marion,30,TOT,16.0,0.522,0.067,0.187,2.1,3.1,5.2,0.10099999999999999,-0.8,1.8,1.0,1.9,2009,2009,8003842.2
723,3.9,0.508,7.6,0.7,0.337,2.2,0.9,0.3,4.3,4.6,0.47,9.8,1.9,0.82,2.3,39,17,25.2,1.6,2.8,11.8,0.6,1.4,5.8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Charlie Villanueva2007,Charlie Villanueva,22,MIL,15.8,0.547,0.225,0.23199999999999998,1.2,0.6,1.7,0.085,-0.7,-2.2,-2.9,-0.2,2007,2009,7540000.0
724,3.9,0.475,8.3,0.7,0.297,2.4,1.0,0.5,4.2,4.7,0.435,10.7,1.6,0.7829999999999999,2.1,76,31,24.1,1.9,2.3,11.7,0.4,1.4,6.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Charlie Villanueva2008,Charlie Villanueva,23,MIL,14.9,0.502,0.22699999999999998,0.193,0.9,0.9,1.7,0.045,-1.4,-2.4,-3.8,-0.8,2008,2009,7540000.0
725,5.1,0.479,10.7,1.1,0.345,3.3,1.8,0.7,4.7,6.2,0.447,14.0,2.6,0.838,3.1,78,47,26.9,2.0,3.3,16.2,0.6,1.8,6.7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Charlie Villanueva2009,Charlie Villanueva,24,MIL,18.6,0.529,0.237,0.22,2.2,2.7,4.9,0.11199999999999999,0.9,-0.3,0.7,1.4,2009,2009,7540000.0
3043,4.6,0.446,10.3,0.2,0.244,0.7,1.9,0.5,4.0,4.8,0.433,11.0,3.4,0.815,4.1,64,63,34.0,1.3,3.0,13.1,0.8,2.0,5.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Marvin Williams2007,Marvin Williams,20,ATL,12.2,0.51,0.064,0.375,0.9,1.4,2.3,0.051,-2.0,-0.6,-2.6,-0.3,2007,2009,7500000.0
3044,5.3,0.466,11.4,0.0,0.1,0.1,1.7,0.4,4.2,5.3,0.462,11.5,4.2,0.8220000000000001,5.1,80,80,34.6,1.5,2.8,14.8,1.0,1.6,5.7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Marvin Williams2008,Marvin Williams,21,ATL,14.5,0.54,0.011000000000000001,0.446,3.6,2.1,5.7,0.099,-1.1,-0.6,-1.7,0.2,2008,2009,7500000.0
3045,3.8,0.493,7.7,0.9,0.355,2.5,1.3,0.6,4.5,4.7,0.45799999999999996,10.2,3.6,0.8059999999999999,4.5,61,59,34.3,1.8,2.1,13.9,0.9,1.1,6.3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Marvin Williams2009,Marvin Williams,22,ATL,16.0,0.569,0.249,0.439,3.9,2.2,6.1,0.14,0.6,0.2,0.8,1.5,2009,2009,7500000.0
3128,5.2,0.46799999999999997,11.1,1.3,0.358,3.7,3.4,0.6,5.0,6.5,0.44,14.9,4.4,0.74,5.9,70,65,37.7,1.5,2.9,18.8,2.1,2.1,6.5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Metta World Peace2007,Metta World Peace,27,SAC,18.5,0.5379999999999999,0.25,0.39899999999999997,3.6,3.1,6.7,0.122,1.8,1.2,3.0,3.4,2007,2009,6790640.0
3129,6.2,0.475,13.0,1.5,0.38,3.9,3.5,0.7,4.0,7.6,0.45299999999999996,16.9,3.7,0.7190000000000001,5.2,57,54,38.1,1.8,2.8,20.5,2.3,2.6,5.8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Metta World Peace2008,Metta World Peace,28,SAC,18.8,0.535,0.23,0.307,2.4,2.2,4.7,0.10300000000000001,2.1,0.5,2.6,2.5,2008,2009,6790640.0
3130,3.8,0.402,9.5,2.2,0.39899999999999997,5.6,3.3,0.3,4.3,6.0,0.401,15.0,2.8,0.748,3.8,69,55,35.5,0.9,2.2,17.1,1.5,2.0,5.2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Metta World Peace2009,Metta World Peace,29,HOU,15.6,0.512,0.369,0.253,1.6,4.0,5.5,0.10800000000000001,1.1,1.3,2.4,2.7,2009,2009,6790640.0
4351,3.5,0.5489999999999999,6.4,0.0,0.0,0.1,1.1,0.3,2.6,3.5,0.539,6.5,1.9,0.62,3.0,57,7,22.4,1.7,2.4,8.9,1.0,1.5,4.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Trevor Ariza2007,Trevor Ariza,21,ORL,16.2,0.5670000000000001,0.019,0.461,1.5,1.9,3.4,0.128,0.1,1.2,1.4,1.1,2007,2009,6790640.0
4352,1.8,0.542,3.4,0.1,0.278,0.5,1.3,0.3,2.2,2.0,0.507,3.9,1.4,0.653,2.1,35,3,15.6,0.9,1.3,5.5,0.9,0.7,3.1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Trevor Ariza2008,Trevor Ariza,22,TOT,16.1,0.568,0.132,0.551,0.9,0.9,1.8,0.157,0.0,1.6,1.7,0.5,2008,2009,6790640.0
4353,2.6,0.526,4.9,0.7,0.319,2.3,1.8,0.3,2.9,3.3,0.46,7.3,1.5,0.71,2.1,82,20,24.4,1.4,2.0,8.9,1.7,1.1,4.3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Trevor Ariza2009,Trevor Ariza,23,LAL,15.5,0.544,0.32,0.284,2.5,3.5,6.1,0.146,1.0,2.0,3.1,2.6,2009,2009,6790640.0
2683,4.7,0.531,8.9,1.0,0.297,3.3,4.8,0.6,7.9,5.7,0.46799999999999997,12.2,3.5,0.7,5.1,56,56,39.3,1.8,3.3,15.9,0.9,2.9,9.8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Lamar Odom2007,Lamar Odom,27,LAL,16.1,0.552,0.267,0.41600000000000004,2.6,2.1,4.7,0.102,0.9,0.8,1.7,2.0,2007,2009,8250000.0
2684,5.0,0.5660000000000001,8.9,0.4,0.27399999999999997,1.5,3.5,0.9,8.1,5.4,0.525,10.3,3.0,0.698,4.3,77,77,37.9,2.6,2.9,14.2,1.0,2.0,10.6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Lamar Odom2008,Lamar Odom,28,LAL,16.9,0.5820000000000001,0.142,0.413,5.3,4.3,9.7,0.159,1.3,2.3,3.6,4.2,2008,2009,8250000.0
2685,4.0,0.522,7.7,0.4,0.32,1.3,2.6,1.3,5.9,4.4,0.49200000000000005,9.0,2.1,0.623,3.3,78,32,29.7,2.3,3.0,11.3,1.0,1.8,8.2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Lamar Odom2009,Lamar Odom,29,LAL,16.6,0.542,0.147,0.366,2.7,4.2,6.9,0.14300000000000002,0.0,2.9,2.9,2.9,2009,2009,8250000.0
3479,2.5,0.527,4.8,0.0,0.33299999999999996,0.0,0.8,0.9,2.9,2.5,0.525,4.9,1.7,0.6729999999999999,2.5,82,1,18.0,2.2,2.9,6.8,0.8,1.1,5.2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Paul Millsap2007,Paul Millsap,21,UTA,17.6,0.5710000000000001,0.008,0.523,2.4,2.3,4.7,0.153,0.4,2.4,2.8,1.8,2007,2009,8000000.0
3480,3.1,0.508,6.1,0.0,0.0,0.0,1.0,0.9,3.6,3.1,0.504,6.1,1.9,0.677,2.8,82,2,20.8,2.0,3.3,8.1,0.9,1.1,5.6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Paul Millsap2008,Paul Millsap,22,UTA,16.1,0.5479999999999999,0.008,0.456,2.5,2.7,5.2,0.14800000000000002,-0.1,2.0,1.9,1.7,2008,2009,8000000.0
3481,5.3,0.537,9.8,0.0,0.0,0.1,1.8,1.0,5.3,5.3,0.534,9.9,3.0,0.6990000000000001,4.3,76,38,30.1,3.3,3.8,13.5,1.0,1.7,8.6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Paul Millsap2009,Paul Millsap,23,UTA,18.6,0.5760000000000001,0.005,0.435,4.5,3.3,7.7,0.162,1.2,1.9,3.1,2.9,2009,2009,8000000.0
187,5.2,0.479,10.9,0.1,0.14300000000000002,0.4,7.8,0.1,3.2,5.3,0.466,11.4,2.8,0.784,3.5,80,79,37.1,1.2,2.3,13.4,1.4,2.8,4.4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Andre Miller2007,Andre Miller,30,TOT,16.1,0.52,0.039,0.311,3.5,2.4,5.9,0.095,0.7,-0.3,0.4,1.8,2007,2009,7269264.0
188,6.9,0.504,13.7,0.0,0.08800000000000001,0.4,6.9,0.1,2.8,6.9,0.49200000000000005,14.1,3.1,0.772,4.1,82,82,36.8,1.2,2.2,17.0,1.3,2.5,4.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Andre Miller2008,Andre Miller,31,PHI,18.4,0.537,0.028999999999999998,0.28800000000000003,5.7,2.6,8.3,0.131,2.1,-0.6,1.6,2.7,2008,2009,7269264.0
189,5.8,0.483,12.0,0.2,0.28300000000000003,0.6,6.5,0.2,3.0,6.0,0.473,12.7,4.1,0.826,5.0,82,82,36.3,1.5,2.4,16.3,1.3,2.4,4.5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Andre Miller2009,Andre Miller,32,PHI,18.6,0.5479999999999999,0.051,0.39299999999999996,6.2,2.5,8.8,0.141,2.6,0.0,2.6,3.5,2009,2009,7269264.0
751,0.4,0.28600000000000003,1.4,0.0,0.0,0.0,0.0,0.8,1.4,0.4,0.28600000000000003,1.4,0.4,0.5,0.8,5,0,6.8,0.4,1.2,1.2,0.0,0.2,1.8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Chris Andersen2008,Chris Andersen,29,NOH,6.1,0.342,0.0,0.5710000000000001,-0.1,0.1,0.0,0.012,-9.9,0.7,-9.2,-0.1,2008,2009,4234000.0
752,2.2,0.56,4.0,0.0,0.2,0.1,0.4,2.5,3.9,2.3,0.5479999999999999,4.1,1.8,0.718,2.5,71,1,20.6,2.3,2.5,6.4,0.6,1.0,6.2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Chris Andersen2009,Chris Andersen,30,DEN,18.1,0.608,0.034,0.62,2.5,2.8,5.4,0.17600000000000002,-1.1,4.1,2.9,1.8,2009,2009,4234000.0
4586,4.0,0.475,8.5,0.0,0.0,0.0,1.5,0.5,4.2,4.0,0.474,8.5,4.1,0.7859999999999999,5.2,72,47,28.1,2.8,3.7,12.2,1.1,2.3,6.9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Zaza Pachulia2007,Zaza Pachulia,22,ATL,16.8,0.562,0.002,0.607,2.7,2.1,4.8,0.114,-0.2,0.1,-0.1,1.0,2007,2009,4750000.0
4587,1.7,0.442,3.9,0.0,0.0,0.0,0.6,0.2,2.6,1.7,0.43700000000000006,4.0,1.7,0.706,2.5,62,5,15.2,1.4,2.3,5.2,0.4,1.1,4.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Zaza Pachulia2008,Zaza Pachulia,23,ATL,11.0,0.515,0.012,0.624,0.2,0.9,1.1,0.054000000000000006,-3.3,-1.1,-4.4,-0.6,2008,2009,4750000.0
4588,2.1,0.502,4.1,0.0,0.0,0.0,0.7,0.3,3.4,2.1,0.49700000000000005,4.2,2.1,0.7090000000000001,3.0,77,26,19.1,2.2,2.7,6.2,0.5,1.2,5.7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Zaza Pachulia2009,Zaza Pachulia,24,ATL,14.1,0.5710000000000001,0.009000000000000001,0.7190000000000001,2.0,1.9,3.9,0.127,-1.4,0.3,-1.1,0.4,2009,2009,4750000.0
3620,3.4,0.46299999999999997,7.3,1.4,0.35100000000000003,3.9,1.7,1.6,6.0,4.8,0.423,11.2,1.4,0.7879999999999999,1.8,75,72,32.3,1.2,3.0,12.3,1.0,1.3,7.2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rasheed Wallace2007,Rasheed Wallace,32,DET,15.7,0.513,0.35100000000000003,0.163,1.8,4.4,6.2,0.12300000000000001,-0.1,2.2,2.1,2.5,2007,2009,6322320.0
3621,3.4,0.47600000000000003,7.2,1.5,0.35600000000000004,4.1,1.8,1.7,5.5,4.9,0.43200000000000005,11.3,1.5,0.767,1.9,77,76,30.5,1.1,2.8,12.7,1.2,1.1,6.6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rasheed Wallace2008,Rasheed Wallace,33,DET,17.2,0.523,0.36200000000000004,0.172,2.5,5.1,7.6,0.155,0.6,3.1,3.8,3.4,2008,2009,6322320.0
3622,2.9,0.47100000000000003,6.1,1.7,0.354,4.8,1.4,1.3,6.6,4.6,0.419,10.9,1.2,0.772,1.5,66,63,32.2,0.8,3.0,12.0,0.9,0.9,7.4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rasheed Wallace2009,Rasheed Wallace,34,DET,14.9,0.52,0.44299999999999995,0.14,1.6,3.4,5.1,0.114,-0.3,1.4,1.1,1.7,2009,2009,6322320.0
506,0.7,0.349,2.0,0.0,0.0,0.0,0.1,0.1,1.4,0.7,0.341,2.1,0.6,0.75,0.8,21,3,7.7,0.6,0.8,2.0,0.1,0.5,2.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Brandon Bass2007,Brandon Bass,21,NOK,7.2,0.41100000000000003,0.023,0.364,-0.2,0.2,0.0,-0.011000000000000001,-6.6,-1.3,-8.0,-0.2,2007,2009,4500000.0
507,3.1,0.503,6.2,0.0,0.0,0.1,0.7,0.6,2.9,3.1,0.499,6.2,2.1,0.8220000000000001,2.5,79,1,19.7,1.5,1.9,8.3,0.3,1.0,4.4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Brandon Bass2008,Brandon Bass,22,DAL,15.9,0.564,0.008,0.4,2.4,1.9,4.3,0.132,-1.0,0.1,-0.9,0.4,2008,2009,4500000.0
508,3.1,0.502,6.2,0.0,0.0,0.1,0.5,0.7,2.9,3.1,0.496,6.3,2.2,0.867,2.6,81,0,19.4,1.6,1.7,8.5,0.3,1.1,4.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Brandon Bass2009,Brandon Bass,23,DAL,16.4,0.5710000000000001,0.012,0.413,2.5,1.6,4.1,0.124,-1.6,-0.5,-2.0,0.0,2009,2009,4500000.0
3581,2.8,0.436,6.5,0.2,0.429,0.4,7.5,0.2,2.9,3.0,0.436,6.9,1.9,0.78,2.4,17,7,26.5,0.5,1.5,8.1,1.0,2.1,3.4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Ramon Sessions2008,Ramon Sessions,21,MIL,16.2,0.507,0.06,0.35,0.5,0.2,0.7,0.077,-1.0,-2.2,-3.2,-0.1,2008,2009,4111146.5
3582,4.3,0.457,9.4,0.1,0.17600000000000002,0.4,5.7,0.1,2.6,4.4,0.445,9.8,3.6,0.794,4.5,79,39,27.5,0.8,2.0,12.4,1.1,1.9,3.4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Ramon Sessions2009,Ramon Sessions,22,MIL,17.6,0.525,0.044000000000000004,0.457,3.5,2.1,5.6,0.12300000000000001,1.0,-0.4,0.6,1.4,2009,2009,4111146.5
