,2P,2P.1,2PA,3P,3P.1,3PA,AST,Age,BLK,DRB,FG,FG%,FGA,FT,FT%,FTA,G,GS,MP,ORB,PF,PTS,Player,STL,TOV,TRB,Year,Traded,Pos_C,Pos_C-PF,Pos_C-SF,Pos_F,Pos_G-F,Pos_PF,Pos_PF-C,Pos_PF-SF,Pos_PG,Pos_PG-SG,Pos_SF,Pos_SF-PF,Pos_SF-SG,Pos_SG,Pos_SG-PF,Pos_SG-PG,Pos_SG-SF
1270,0.4,0.429,0.9,0,0.0,0,0,24,0.3,0.3,0.4,0.429,0.9,0.2,0.75,0.3,15,1,3.9,0.2,0.9,1,Didier Ilunga-Mbenga,0,0.3,0.5,2005.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1271,0.7,0.542,1.4,0,0.0,0,0,25,0.6,0.9,0.7,0.533,1.4,0.2,0.5,0.5,43,1,5.5,0.4,1.1,1.7,Didier Ilunga-Mbenga,0.1,0.4,1.3,2006.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1272,0.2,0.313,0.8,0,0.0,0,0.3,26,0.2,0.4,0.2,0.313,0.8,0.3,0.875,0.4,21,0,3.8,0.1,0.8,0.8,Didier Ilunga-Mbenga,0.1,0.2,0.5,2007.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1273,0.9,0.464,2,0,0.0,0,0.2,27,0.6,1,0.9,0.464,2,0.1,0.417,0.3,42,0,7.8,0.7,1.7,2,Didier Ilunga-Mbenga,0.2,0.3,1.7,2008.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1274,1.2,0.482,2.4,0,0.0,0,0.4,28,1,1,1.2,0.474,2.5,0.3,0.875,0.3,23,0,7.9,0.4,1.4,2.7,Didier Ilunga-Mbenga,0.4,0.6,1.3,2009.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1275,1,0.466,2.1,0,0.0,0,0.2,29,0.6,1.1,1,0.466,2.1,0.2,0.474,0.4,49,2,7.2,0.7,1.1,2.1,Didier Ilunga-Mbenga,0.1,0.3,1.8,2010.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1276,0.6,0.469,1.2,0,0.0,0,0.1,30,0.7,1.2,0.6,0.469,1.2,0.3,0.722,0.4,41,0,8,0.9,1.3,1.4,Didier Ilunga-Mbenga,0.1,0.5,2.1,2011.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1277,0.7,0.5,1.4,0.4,0.364,1.1,0.1,22,0.1,0.7,1.1,0.44,2.5,0.2,1,0.2,10,0,4.3,0.4,0.6,2.8,Dijon Thompson,0.3,0.2,1.1,2006.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1278,1,0.462,2.2,0,0.0,0.3,0.3,23,0,0.8,1,0.4,2.5,0.8,0.833,1,6,0,8.3,0.5,0.3,2.8,Dijon Thompson,0,0.2,1.3,2007.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1279,1.4,0.498,2.7,0,0.0,0,0.1,38,1.3,3.5,1.4,0.498,2.7,1.3,0.741,1.8,80,2,15.2,1.9,1.7,4,Dikembe Mutombo,0.2,0.6,5.3,2005.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1280,0.8,0.526,1.5,0,0.0,0,0.1,39,0.9,3.2,0.8,0.526,1.5,1.1,0.758,1.4,64,23,14.9,1.6,2,2.6,Dikembe Mutombo,0.3,0.5,4.8,2006.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1281,1.1,0.556,2,0,0.0,0,0.2,40,1,4.3,1.1,0.556,2,0.8,0.69,1.2,75,33,17.2,2.2,2.1,3.1,Dikembe Mutombo,0.3,0.5,6.5,2007.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1282,1.1,0.538,2.1,0,0.0,0,0.1,41,1.2,3.4,1.1,0.538,2.1,0.8,0.711,1.2,39,25,15.9,1.7,1.4,3,Dikembe Mutombo,0.3,0.4,5.1,2008.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1283,0.6,0.385,1.4,0,0.0,0,0,42,1.2,2.3,0.6,0.385,1.4,0.7,0.667,1,9,2,10.7,1.3,1.2,1.8,Dikembe Mutombo,0,0.7,3.7,2009.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1284,1,0.5,2,0.1,0.125,1.1,0.6,26,0.4,1.1,1.1,0.364,3.1,1.1,0.8,1.4,7,0,9.7,0.4,1.3,3.6,Dion Glover,0.4,0.3,1.6,2005.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1285,4.5,0.446,10,1,0.31,3.3,3,21,0.3,2.1,5.5,0.412,13.4,2.6,0.746,3.5,61,48,28.8,0.4,1.9,14.7,Dion Waiters,1,2,2.4,2013.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1286,4.8,0.455,10.6,1.3,0.368,3.6,3,22,0.2,2.3,6.1,0.433,14.2,2.3,0.685,3.4,70,24,29.6,0.5,2.2,15.9,Dion Waiters,0.9,2.2,2.8,2014.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1287,0.4,0.419,1,0.3,0.29,1,0.3,27,0.1,0.8,0.7,0.355,2,0.6,0.75,0.8,31,0,6.4,0.4,0.6,2.3,Dionte Christmas,0.1,0.2,1.2,2014.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1288,7.3,0.47,15.6,1.2,0.399,2.9,3.1,26,1.5,8.5,8.5,0.459,18.5,7.9,0.869,9.1,78,78,38.7,1.2,2.8,26.1,Dirk Nowitzki,1.2,2.3,9.7,2005.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1289,7.9,0.496,16,1.4,0.406,3.3,2.8,27,1,7.6,9.3,0.48,19.3,6.7,0.901,7.4,81,81,38.1,1.4,2,26.6,Dirk Nowitzki,0.7,1.9,9,2006.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1290,7.7,0.515,15,0.9,0.416,2.2,3.4,28,0.8,7.3,8.6,0.502,17.2,6.4,0.904,7.1,78,78,36.2,1.6,2.2,24.6,Dirk Nowitzki,0.7,2.1,8.9,2007.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1291,7.2,0.504,14.2,1,0.359,2.9,3.5,29,0.9,7.3,8.2,0.479,17.1,6.2,0.879,7.1,77,77,36,1.2,2.6,23.6,Dirk Nowitzki,0.7,2.1,8.6,2008.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1292,8.8,0.493,17.9,0.8,0.359,2.1,2.4,30,0.8,7.3,9.6,0.479,20,6,0.89,6.7,81,81,37.7,1.1,2.2,25.9,Dirk Nowitzki,0.8,1.9,8.4,2009.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1293,8.3,0.487,17,0.6,0.421,1.5,2.7,31,1,6.7,8.9,0.481,18.5,6.6,0.915,7.2,81,80,37.5,1,2.6,25,Dirk Nowitzki,0.9,1.8,7.7,2010.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1294,7.5,0.538,13.8,0.9,0.393,2.3,2.6,32,0.6,6.3,8.4,0.517,16.2,5.4,0.892,6.1,73,73,34.3,0.7,2.4,23,Dirk Nowitzki,0.5,1.9,7,2011.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1295,6.4,0.481,13.3,1.3,0.368,3.4,2.2,33,0.5,6,7.6,0.457,16.7,5.1,0.896,5.7,62,62,33.5,0.7,2.1,21.6,Dirk Nowitzki,0.7,1.9,6.7,2012.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1296,5.2,0.487,10.8,1.2,0.414,3,2.5,34,0.7,6.2,6.5,0.471,13.7,3.1,0.86,3.6,53,47,31.3,0.7,1.8,17.3,Dirk Nowitzki,0.7,1.3,6.8,2013.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1297,6.3,0.532,11.8,1.6,0.398,4.1,2.7,35,0.6,5.7,7.9,0.497,15.9,4.2,0.899,4.7,80,80,32.9,0.5,2.1,21.7,Dirk Nowitzki,0.9,1.5,6.2,2014.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1298,0.5,0.392,1.4,0,0.167,0.1,0.6,22,0.4,1.2,0.6,0.379,1.5,0.2,0.438,0.5,70,1,9.9,0.8,1.1,1.3,Dominic McGuire,0.3,0.6,2,2008.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1299,1.7,0.431,4.1,0,0.5,0.1,2.5,23,0.9,4,1.8,0.432,4.1,0.9,0.725,1.3,79,57,26.2,1.4,1.9,4.5,Dominic McGuire,0.8,1.2,5.4,2009.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1300,0.4,0.365,1,0,0.0,0,0.2,24,0.1,1.1,0.4,0.365,1,0,0,0.1,51,2,6,0.5,0.7,0.7,Dominic McGuire,0.1,0.3,1.5,2010.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1301,1.4,0.4,3.5,0,0.0,0,0.8,25,0.6,2.6,1.4,0.396,3.5,0.6,0.769,0.8,52,8,14.6,1.2,1.8,3.3,Dominic McGuire,0.2,0.5,3.8,2011.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1302,1.5,0.456,3.2,0,0.0,0.1,1.7,26,0.6,2.7,1.5,0.448,3.3,0.6,0.736,0.8,64,6,17.6,1.1,1.6,3.5,Dominic McGuire,0.7,0.9,3.8,2012.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1303,0.9,0.429,2.2,0,0.0,0,0.8,27,0.4,2.3,0.9,0.429,2.2,0.1,0.3,0.4,26,10,14.9,0.7,1.5,2,Dominic McGuire,0.5,0.5,3,2013.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1304,0.8,0.341,2.3,0,0.0,0.2,1.1,22,0.2,1.1,0.8,0.311,2.5,0.8,0.824,0.9,18,0,7.5,0.3,0.4,2.3,Dominique Jones,0.3,0.6,1.4,2011.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1305,0.8,0.431,2,0,0.125,0.2,1.3,23,0.2,1.1,0.9,0.397,2.2,0.9,0.784,1.1,33,1,8.1,0.3,0.8,2.7,Dominique Jones,0.3,0.8,1.3,2012.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1306,1.3,0.39,3.4,0,0.111,0.3,2.9,24,0.1,0.9,1.4,0.367,3.8,1.2,0.66,1.8,29,3,11.7,0.6,1,4,Dominique Jones,0.5,1.3,1.6,2013.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1307,2.3,0.445,5.2,0.1,0.08,0.8,3.2,24,0.1,1.5,2.4,0.399,6,0.7,0.767,0.9,33,11,20.3,0.5,1.1,5.5,Donald Sloan,0.4,1.5,2,2012.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1308,0.9,0.339,2.6,0.3,0.368,0.8,1.7,25,0,1.1,1.2,0.346,3.4,0.9,0.8,1.1,23,0,11.4,0.1,0.7,3.5,Donald Sloan,0.2,0.6,1.2,2013.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1309,0.7,0.453,1.6,0.2,0.238,0.9,1,26,0,0.8,0.9,0.376,2.4,0.3,0.6,0.4,48,1,8.2,0.1,0.4,2.3,Donald Sloan,0.2,0.5,0.9,2014.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1310,1.7,0.562,3,0.5,0.289,1.9,0.7,22,0.2,1.3,2.2,0.455,4.8,0.7,0.627,1.2,44,14,12.2,0.8,1.7,5.7,Donatas Motiejunas,0.2,0.8,2.1,2013.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1311,1.8,0.519,3.4,0.3,0.25,1.4,0.5,23,0.3,2.7,2.1,0.443,4.8,0.9,0.604,1.5,62,3,15.4,1,2.1,5.5,Donatas Motiejunas,0.3,0.8,3.6,2014.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1312,1,0.412,2.3,0.1,0.235,0.3,0.9,23,0.1,0.7,1,0.39,2.7,0.6,0.698,0.8,51,1,9.1,0.3,0.9,2.7,Donell Taylor,0.6,0.7,1,2006.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1313,1.1,0.431,2.6,0.1,0.176,0.4,1,24,0.1,0.8,1.2,0.4,3,0.2,0.524,0.4,47,1,7.9,0.3,0.7,2.7,Donell Taylor,0.4,0.5,1.1,2007.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1314,0.7,1,0.7,0,0.0,0,0.3,24,0.3,1.7,0.7,1,0.7,1.3,1,1.3,3,0,5.3,0.7,0.7,2.7,Donnell Harvey,0.3,0.3,2.3,2005.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1315,1,0.418,2.4,0.2,0.273,0.6,1,21,0.1,0.9,1.2,0.389,3,0.9,0.688,1.3,38,0,11.4,0.5,1.3,3.3,Donta Smith,0.6,0.7,1.4,2005.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1316,0.6,0.565,1,0.1,0.5,0.2,0.4,22,0,0.5,0.7,0.556,1.2,0.3,0.5,0.5,23,0,5.5,0.1,0.9,1.7,Donta Smith,0.3,0.2,0.6,2006.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1317,0.9,0.375,2.5,0.5,0.26,1.8,0.5,20,0.3,1.2,1.4,0.326,4.3,0.5,0.853,0.6,55,4,13.2,0.3,1.2,3.8,Donte Greene,0.3,0.7,1.6,2009.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1318,2.3,0.473,4.9,0.9,0.377,2.4,0.9,21,0.7,2.4,3.2,0.441,7.3,1.2,0.643,1.8,76,50,21.4,0.7,2,8.5,Donte Greene,0.5,1.2,3.1,2010.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1319,1.6,0.478,3.4,0.7,0.292,2.2,0.7,22,0.3,1.4,2.3,0.404,5.6,0.6,0.662,0.9,69,21,16.3,0.7,1.3,5.8,Donte Greene,0.5,0.9,2.1,2011.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1320,1.6,0.516,3,0.5,0.238,2,0.6,23,0.5,2.2,2,0.406,5,0.8,0.8,1,53,7,14.7,0.4,1.3,5.4,Donte Greene,0.3,0.6,2.5,2012.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1321,1.7,0.5,3.3,0.2,0.5,0.3,1.5,25,0.2,1.8,1.8,0.5,3.7,1,0.667,1.5,6,0,14,0.2,1.5,4.8,Dontell Jefferson,0.7,1,2,2009.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1322,1.7,0.485,3.5,2.3,0.416,5.6,1.2,31,0.7,5.1,4,0.443,9.1,1.1,0.791,1.4,65,2,25.3,1.5,2.1,11.5,Donyell Marshall,0.9,0.6,6.6,2005.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1323,1.7,0.496,3.4,1.6,0.324,4.9,0.7,32,0.5,4.8,3.3,0.395,8.3,1.1,0.748,1.5,81,0,25.6,1.3,2,9.3,Donyell Marshall,0.7,1.1,6.1,2006.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1324,1.4,0.514,2.7,1.2,0.351,3.3,0.6,33,0.5,2.9,2.6,0.424,6.1,0.7,0.663,1,81,0,16.8,1.1,1.6,7,Donyell Marshall,0.5,0.8,4,2007.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1325,0.7,0.378,1.7,0.6,0.283,2,0.4,34,0.6,2,1.2,0.327,3.8,0.7,0.864,0.8,26,1,13.1,0.9,1.2,3.8,Donyell Marshall,0.2,0.6,2.9,2008.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1326,0.3,0.444,0.7,1,0.455,2.2,0.6,35,0.2,1.4,1.3,0.452,2.9,0.1,0.5,0.2,25,0,7.6,0.2,1,3.8,Donyell Marshall,0.2,0.2,1.6,2009.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1327,1,0.429,2.3,0,0.0,1.3,1,19,0,0.3,1,0.273,3.7,0.3,1,0.3,3,0,9,0,0.7,2.3,Dorell Wright,1.3,1,0.3,2005.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1328,0.9,0.459,1.9,0.2,0.5,0.3,0.4,20,0.1,1.5,1,0.465,2.2,0.8,0.882,0.9,20,2,6.6,0.1,0.6,2.9,Dorell Wright,0.2,0.7,1.6,2006.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1329,2.4,0.476,5,0.1,0.147,0.5,1.4,21,0.7,3.5,2.5,0.445,5.5,1,0.744,1.3,66,19,19.6,0.6,1.7,6,Dorell Wright,0.6,1,4.1,2007.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1330,3.2,0.493,6.4,0.1,0.364,0.3,1.4,22,0.9,3.9,3.3,0.488,6.7,1.3,0.826,1.6,44,34,25.1,1.1,1.8,7.9,Dorell Wright,0.7,0.7,5,2008.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1331,1.3,0.4,3.3,0,0.0,0,0.3,23,0,3,1.3,0.4,3.3,0.3,0.333,1,6,0,12.2,0.3,1.3,3,Dorell Wright,0.3,1,3.3,2009.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1332,1.8,0.508,3.6,0.8,0.389,2.2,1.3,24,0.4,2.6,2.7,0.463,5.8,0.8,0.884,1,72,1,20.8,0.7,1.3,7.1,Dorell Wright,0.7,0.7,3.3,2010.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1333,3.5,0.462,7.7,2.4,0.376,6.3,3,25,0.8,4.2,5.9,0.423,14,2.2,0.789,2.8,82,82,38.4,1.1,2.1,16.4,Dorell Wright,1.5,1.6,5.3,2011.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1334,1.9,0.5,3.8,1.7,0.36,4.8,1.5,26,0.4,3.6,3.6,0.422,8.6,1.3,0.816,1.6,61,61,27,1,1.6,10.3,Dorell Wright,1,0.8,4.6,2012.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1335,1.3,0.429,3,1.7,0.374,4.6,1.9,27,0.4,3.3,3,0.396,7.6,1.5,0.851,1.8,79,8,22.6,0.5,1.2,9.2,Dorell Wright,0.8,0.8,3.8,2013.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1336,0.6,0.442,1.4,1,0.342,3,0.9,28,0.2,2.4,1.6,0.374,4.4,0.8,0.754,1,68,13,14.5,0.4,0.9,5,Dorell Wright,0.3,0.6,2.8,2014.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1337,1,0.365,2.7,0.3,0.378,0.8,0.7,21,0,0.8,1.3,0.368,3.5,0.4,0.588,0.7,47,0,12.3,0.2,1.1,3.3,Doron Lamb,0.3,0.6,1,2013.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1338,0.5,0.386,1.3,0.7,0.4,1.7,0.8,22,0,0.8,1.2,0.394,3,0.5,0.806,0.7,53,0,13.1,0.2,1,3.6,Doron Lamb,0.2,0.5,0.9,2014.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1339,2.2,0.426,5.2,0.3,0.242,1.2,3.8,34,0.3,2.7,2.5,0.392,6.4,1.3,0.897,1.5,52,44,29.3,0.7,2,6.6,Doug Christie,1.5,2,3.4,2005.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1340,1.3,0.36,3.6,0,0.0,0.1,2,35,0.1,1.6,1.3,0.346,3.7,1.1,0.667,1.7,7,7,26.4,0.3,1.4,3.7,Doug Christie,1.3,0.9,1.9,2006.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1341,0.6,0.364,1.6,0.1,0.167,0.9,1.1,36,0.1,1.1,0.7,0.294,2.4,0.3,0.667,0.4,7,0,11.7,0.4,1.6,1.9,Doug Christie,0.4,0.7,1.6,2007.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1342,0.9,0.368,2.4,0.2,0.209,0.8,0.7,22,0.3,2.6,1.1,0.327,3.3,0.6,0.818,0.7,79,1,13.4,0.7,2,2.9,Draymond Green,0.5,0.6,3.3,2013.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1343,1.6,0.449,3.6,0.7,0.333,2,1.9,23,0.9,3.9,2.3,0.407,5.6,1,0.667,1.5,82,12,21.9,1,2.8,6.2,Draymond Green,1.2,1.1,5,2014.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1344,5.6,0.502,11.2,0.1,0.179,0.3,1.6,23,0.9,6.7,5.7,0.492,11.5,3.1,0.81,3.8,82,80,30.8,2.5,2.8,14.4,Drew Gooden,0.9,1.6,9.2,2005.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1345,4.2,0.513,8.2,0,0.333,0,0.7,24,0.6,5.4,4.2,0.512,8.3,2.2,0.682,3.3,79,79,27.5,3,2.4,10.7,Drew Gooden,0.7,1.3,8.4,2006.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1346,4.6,0.476,9.7,0,0.167,0.1,1.1,25,0.4,5.2,4.6,0.473,9.8,1.8,0.714,2.5,80,80,28,3.3,2.6,11.1,Drew Gooden,0.9,1.4,8.5,2007.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1347,4.8,0.452,10.6,0,0.0,0.1,1.2,26,0.8,6,4.8,0.449,10.7,2.3,0.753,3.1,69,65,30.8,2.5,2.9,12,Drew Gooden,0.7,1.8,8.6,2008.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1348,4.6,0.472,9.8,0,0.0,0.1,0.9,27,0.4,4.9,4.6,0.468,9.9,2.6,0.84,3.1,51,28,24.8,2.2,2.8,11.9,Drew Gooden,0.6,1.5,7.1,2009.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1349,4.1,0.483,8.5,0,0.125,0.1,0.7,28,0.8,4.8,4.1,0.478,8.6,2.7,0.861,3.1,70,33,25.1,3,2.8,10.9,Drew Gooden,0.6,1.5,7.7,2010.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1350,4.4,0.447,9.8,0.1,0.15,0.6,1.3,29,0.5,4.7,4.5,0.431,10.3,2.3,0.794,2.9,35,18,24.6,2.1,2.8,11.3,Drew Gooden,0.6,1.3,6.8,2011.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1351,4.8,0.45,10.8,0.3,0.291,1,2.6,30,0.6,4.2,5.1,0.437,11.7,3.1,0.846,3.7,56,46,26.2,2.3,2,13.7,Drew Gooden,0.8,1.9,6.5,2012.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1352,1.2,0.339,3.5,0.1,0.2,0.3,0.4,31,0.4,1.1,1.3,0.328,3.8,0.7,0.688,1,16,0,9.4,0.8,1.3,3.3,Drew Gooden,0.3,0.6,1.9,2013.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1353,3.1,0.548,5.7,0.3,0.412,0.8,0.7,32,0.3,3.5,3.5,0.531,6.5,1.1,0.889,1.2,22,0,18,1.7,2.4,8.3,Drew Gooden,0.5,0.8,5.2,2014.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1354,0.3,0.4,0.7,0,0.0,0,0.1,22,0.2,1.5,0.3,0.4,0.7,0.4,0.462,0.9,14,0,6.2,0.7,1,1,Dwayne Jones,0.1,0.2,2.2,2006.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1355,0,0,0.3,0,0.0,0,0,23,0,1.3,0,0,0.3,0.8,0.5,1.5,4,0,4.5,0.3,0.8,0.8,Dwayne Jones,0,0.5,1.5,2007.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1356,0.4,0.543,0.8,0,0.0,0,0.2,24,0.4,1.3,0.4,0.532,0.8,0.5,0.483,1,56,0,8.4,1.2,1.6,1.4,Dwayne Jones,0.2,0.3,2.5,2008.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1357,0.7,0.571,1.2,0,0.0,0,0,25,0.2,1,0.7,0.571,1.2,0.7,0.667,1,6,0,8.7,1,1,2,Dwayne Jones,0,0.7,2,2009.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1358,0,,0,0,0.0,0,0,26,0,1,0,,0,0,,0,2,0,3.5,0,0.5,0,Dwayne Jones,0,0,1,2010.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1359,0.7,0.323,2.2,0.4,0.294,1.2,0.7,24,0,1.4,1.1,0.313,3.4,0.6,0.889,0.6,14,0,10.4,0.3,0.8,3.1,Dwight Buycks,0.6,0.7,1.6,2014.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1360,4.3,0.521,8.2,0,0.0,0,0.9,19,1.7,6.5,4.3,0.52,8.3,3.4,0.671,5,82,82,32.6,3.5,2.8,12,Dwight Howard,0.9,2,10,2005.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1361,5.7,0.532,10.7,0,0.0,0,1.5,20,1.4,9,5.7,0.531,10.7,4.3,0.595,7.3,82,81,36.8,3.5,3.4,15.8,Dwight Howard,0.8,2.6,12.5,2006.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1362,6.4,0.603,10.6,0,0.5,0,1.9,21,1.9,8.8,6.4,0.603,10.6,4.8,0.586,8.1,82,82,36.9,3.5,3,17.6,Dwight Howard,0.9,3.9,12.3,2007.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
