,2P,2P.1,2PA,3P,3P.1,3PA,AST,Age,BLK,DRB,FG,FG%,FGA,FT,FT%,FTA,G,GS,MP,ORB,PF,PTS,Player,STL,TOV,TRB,Year,Traded,Pos_C,Pos_C-PF,Pos_C-SF,Pos_F,Pos_G-F,Pos_PF,Pos_PF-C,Pos_PF-SF,Pos_PG,Pos_PG-SG,Pos_SF,Pos_SF-PF,Pos_SF-SG,Pos_SG,Pos_SG-PF,Pos_SG-PG,Pos_SG-SF
3503,1,0.508,1.9,0.4,0.361,1,0.4,22,0.3,1.4,1.3,0.459,2.9,0.5,0.667,0.7,62,7,12.3,0.5,1,3.5,Perry Jones,0.2,0.3,1.8,2014.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3504,0.8,0.5,1.7,0,0.0,0,0,19,0.2,0.5,0.8,0.5,1.7,0.2,0.5,0.3,6,0,3.3,0.2,0.7,1.8,Peter John Ramos,0,0.5,0.7,2005.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3505,0.5,0.344,1.3,0.3,0.28,1,1.4,23,0,0.5,0.8,0.316,2.4,0.5,0.733,0.6,24,0,9.3,0.1,1.1,2.3,Peyton Siva,0.4,0.8,0.6,2014.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3506,0.7,0.34,2,0.4,0.264,1.4,3.2,22,0.1,1.1,1,0.308,3.4,0.4,0.644,0.6,75,11,15.1,0.3,1.3,2.8,Phil Pressey,0.9,1.2,1.4,2014.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3507,0.9,0.647,1.4,0,0.0,0,0,23,0,1,0.9,0.647,1.4,0.6,0.389,1.5,12,0,5.9,0.8,0.7,2.4,Pops Mensah-Bonsu,0.1,0.8,1.8,2007.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3508,1.8,0.386,4.6,0,0.0,0.1,0.3,25,0.2,2.6,1.8,0.379,4.7,1.5,0.688,2.2,22,0,12.9,2.5,2,5,Pops Mensah-Bonsu,0.4,0.9,5.1,2009.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3509,0.7,0.394,1.7,0,0.0,0,0.2,26,0.5,1,0.7,0.394,1.7,0.7,0.542,1.2,20,0,6,0.8,1,2,Pops Mensah-Bonsu,0.2,0.5,1.8,2010.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3510,0.1,0.333,0.4,0,0.0,0,0.3,27,0,1.1,0.1,0.333,0.4,0,,0,7,0,5,0.4,1.6,0.3,Pops Mensah-Bonsu,0,0.3,1.6,2011.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3511,3,0.451,6.6,0.4,0.352,1,0.7,29,0.3,2.3,3.4,0.438,7.6,1.4,0.8,1.7,71,1,20.2,1,1.9,8.4,Predrag Drobnjak,0.6,1.1,3.4,2005.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3512,5.4,0.512,10.5,0,0.0,0,1.2,25,0.8,4.2,5.4,0.512,10.5,2.3,0.745,3.1,72,72,31.6,3.1,2.5,13,Primoz Brezec,0.5,1.5,7.4,2005.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3513,5.2,0.518,10,0,0.0,0,0.6,26,0.4,3.3,5.2,0.517,10,2.1,0.732,2.8,79,79,27.4,2.3,2.9,12.4,Primoz Brezec,0.2,1.1,5.6,2006.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3514,2.1,0.446,4.7,0,0.333,0.1,0.4,27,0.4,1.8,2.1,0.445,4.7,0.7,0.632,1.2,58,40,14.4,1.4,2.8,5,Primoz Brezec,0.2,0.7,3.2,2007.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3515,0.9,0.468,1.9,0,0.0,0,0.2,28,0.1,1,0.9,0.468,1.9,0.5,0.6,0.8,50,18,9.5,0.6,1.7,2.2,Primoz Brezec,0.1,0.5,1.6,2008.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3516,0.4,0.346,1.2,0,0.0,0,0,30,0.1,0.6,0.4,0.346,1.2,0,0.167,0.3,21,0,4.5,0.6,0.9,0.9,Primoz Brezec,0,0.1,1.2,2010.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3517,2.3,0.437,5.2,2.9,0.358,8,2,24,0.3,4.9,5.2,0.389,13.2,1.7,0.739,2.3,79,78,35.9,1.2,2.5,14.9,Quentin Richardson,1.2,1.3,6.1,2005.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3518,1.8,0.365,4.9,1.2,0.34,3.4,1.6,25,0.1,3,3,0.355,8.3,1.1,0.67,1.7,55,43,26.2,1.2,2.4,8.2,Quentin Richardson,0.7,1,4.2,2006.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3519,2.7,0.456,5.9,2,0.376,5.3,2.2,26,0.1,5.9,4.7,0.418,11.1,1.7,0.692,2.4,49,47,33.1,1.3,2.7,13,Quentin Richardson,0.7,1.4,7.2,2007.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3520,2,0.381,5.2,1.1,0.322,3.3,1.8,27,0.2,4,3.1,0.359,8.5,0.9,0.682,1.4,65,65,28.3,0.9,2.4,8.1,Quentin Richardson,0.7,1.1,4.8,2008.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3521,2,0.42,4.7,1.7,0.365,4.6,1.6,28,0.1,3.4,3.6,0.393,9.3,1.2,0.761,1.6,72,51,26.3,1,1.8,10.2,Quentin Richardson,0.7,1,4.4,2009.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3522,1.3,0.493,2.7,1.9,0.397,4.7,1.2,29,0.2,4.1,3.2,0.431,7.4,0.7,0.732,0.9,76,75,27.4,0.8,2.2,8.9,Quentin Richardson,0.9,0.8,4.9,2010.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3523,0.8,0.413,1.9,0.7,0.288,2.6,0.7,30,0.1,2.4,1.5,0.341,4.5,0.6,0.75,0.8,57,19,16.8,0.7,1.3,4.4,Quentin Richardson,0.4,0.6,3.1,2011.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3524,0.7,0.421,1.6,0.9,0.347,2.5,0.8,31,0.1,2.3,1.5,0.376,4.1,0.5,0.833,0.6,48,3,18,0.3,1.5,4.5,Quentin Richardson,0.6,0.6,2.6,2012.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3525,0,0,7,1,0.25,4,1,32,0,5,1,0.091,11,2,1,2,1,0,29,5,1,5,Quentin Richardson,0,2,10,2013.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3526,1.4,0.562,2.5,0,0.5,0.1,0.4,22,0.5,1.6,1.4,0.56,2.6,1.1,0.816,1.3,29,0,11.8,1,1.8,4,Quincy Acy,0.4,0.6,2.7,2013.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3527,1,0.492,2,0.1,0.267,0.2,0.4,23,0.4,2.3,1,0.468,2.2,0.6,0.66,0.8,63,0,13.4,1.1,1.9,2.7,Quincy Acy,0.4,0.5,3.4,2014.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3528,0.9,0.474,1.8,0.3,0.24,1.2,0.4,22,0.1,0.6,1.1,0.381,3,0.3,0.733,0.4,42,0,8.5,0.3,0.5,2.8,Quincy Douby,0.4,0.4,0.9,2007.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3529,1.2,0.423,2.9,0.6,0.344,1.6,0.7,23,0.2,0.9,1.8,0.394,4.5,0.6,0.923,0.7,74,0,11.8,0.2,1.1,4.8,Quincy Douby,0.4,0.8,1.1,2008.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3530,1,0.438,2.4,0.5,0.304,1.7,0.9,24,0.2,1,1.6,0.382,4.1,0.6,0.895,0.7,27,0,11.1,0.2,1,4.3,Quincy Douby,0.2,0.5,1.2,2009.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3531,0.6,0.364,1.6,0,0.0,0.1,0.4,20,0,0.1,0.6,0.333,1.7,0.1,0.5,0.3,7,0,3.7,0.1,0.4,1.3,Quincy Miller,0.1,0.1,0.3,2013.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3532,1.2,0.395,3.1,0.6,0.319,1.8,0.5,21,0.6,2.1,1.8,0.367,4.9,0.8,0.709,1.1,52,16,15.2,0.7,1.3,4.9,Quincy Miller,0.4,0.9,2.8,2014.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3533,0.8,0.423,2,0.3,0.36,0.8,0.4,22,0.2,1,1.1,0.406,2.7,0.4,0.706,0.5,66,6,11.1,0.3,1,2.8,Quincy Pondexter,0.3,0.2,1.3,2011.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3534,1.3,0.518,2.6,0.3,0.301,1.1,0.4,23,0.1,1.1,1.7,0.452,3.7,0.5,0.623,0.8,64,8,15.7,0.9,1.4,4.2,Quincy Pondexter,0.4,0.5,2,2012.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3535,1.2,0.463,2.5,1,0.395,2.6,1,24,0.1,1.5,2.2,0.428,5.1,1,0.787,1.3,59,1,21.1,0.7,1.6,6.4,Quincy Pondexter,0.6,0.7,2.2,2013.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3536,1.3,0.444,3,0.7,0.324,2.3,1.3,25,0.1,1.1,2.1,0.392,5.3,1.4,0.808,1.7,15,2,18,0.7,1.2,6.3,Quincy Pondexter,0.3,1,1.7,2014.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3537,2.1,0.434,4.7,0,0.25,0.1,1.4,23,0.3,1.9,2.1,0.432,4.8,0.9,0.673,1.4,78,19,21.3,0.8,2.1,5.1,Quinton Ross,0.7,0.7,2.7,2005.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3538,1.9,0.432,4.5,0,0.0,0.1,1.2,24,0.2,2,1.9,0.422,4.6,0.9,0.76,1.1,67,45,22.6,0.6,2.3,4.7,Quinton Ross,0.8,0.7,2.5,2006.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3539,2.2,0.474,4.6,0,0.2,0.1,1.1,25,0.4,1.6,2.2,0.467,4.7,0.8,0.782,1.1,81,43,21,0.7,2.2,5.2,Quinton Ross,0.9,0.4,2.3,2007.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3540,1.6,0.389,4.1,0.1,0.429,0.3,1.2,26,0.4,1.6,1.7,0.391,4.4,0.5,0.667,0.8,76,44,19.8,0.7,1.7,4.1,Quinton Ross,0.6,0.4,2.3,2008.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3541,1,0.386,2.5,0.5,0.375,1.3,0.7,27,0.2,1.4,1.5,0.382,3.8,0.5,0.81,0.6,68,7,17.1,0.4,1.7,3.9,Quinton Ross,0.5,0.5,1.9,2009.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3542,0.7,0.4,1.7,0.1,0.19,0.4,0.2,28,0.1,0.6,0.8,0.36,2.1,0.2,0.571,0.3,52,7,10.8,0.3,1.3,1.8,Quinton Ross,0.3,0.2,0.9,2010.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3543,0.7,0.464,1.6,0,0.0,0.1,0.3,29,0.2,0.6,0.7,0.441,1.6,0.1,0.357,0.4,36,4,9.8,0.3,1.1,1.6,Quinton Ross,0.1,0.2,0.8,2011.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3544,1.7,0.417,4,0,0.0,0,0,23,0,1.3,1.7,0.417,4,0,,0,3,0,13.3,0.7,2,3.3,Qyntel Woods,1.3,0.7,2,2005.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3545,2.2,0.552,4,0.4,0.367,1.2,1,24,0.3,3,2.6,0.508,5.2,1,0.645,1.6,49,16,20.7,0.9,2,6.7,Qyntel Woods,0.7,1.2,3.9,2006.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3546,3.2,0.559,5.8,1,0.364,2.8,1.2,28,1.2,5,4.3,0.496,8.6,1.5,0.811,1.9,80,80,27.5,1.9,3.3,11.1,Raef LaFrentz,0.5,0.9,6.9,2005.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3547,1.5,0.474,3.2,1.4,0.392,3.5,1.4,29,0.9,4,2.9,0.431,6.7,0.6,0.68,0.9,82,63,24.8,1,3.3,7.8,Raef LaFrentz,0.4,0.8,5,2006.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3548,1.4,0.468,2.9,0.1,0.087,0.9,0.3,30,0.4,1.7,1.4,0.382,3.8,0.7,0.769,1,27,9,13,0.9,2.1,3.7,Raef LaFrentz,0.3,0.5,2.6,2007.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3549,0.7,0.474,1.5,0,0.0,0.1,0.2,31,0.4,1,0.7,0.443,1.6,0.3,0.579,0.5,39,0,7.5,0.7,1.5,1.7,Raef LaFrentz,0.3,0.3,1.7,2008.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3550,1.3,0.436,2.9,0,0.333,0.1,0.3,24,0.1,2.1,1.3,0.434,3,0.7,0.782,0.9,59,41,12.5,1,2.7,3.3,Rafael Araujo,0.4,0.9,3.1,2005.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3551,1,0.368,2.8,0,0.0,0,0.3,25,0.1,1.9,1,0.366,2.8,0.3,0.536,0.5,52,34,11.6,0.8,2,2.3,Rafael Araujo,0.5,0.8,2.8,2006.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3552,1,0.415,2.3,0,0.0,0,0.4,26,0.1,1.6,1,0.415,2.3,0.6,0.621,1,28,0,8.9,0.8,1.4,2.6,Rafael Araujo,0.2,0.6,2.4,2007.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3553,3.3,0.451,7.3,1.7,0.357,4.9,6.4,28,0.1,3,5,0.414,12.2,2.4,0.74,3.2,80,78,34,0.5,2.7,14.2,Rafer Alston,1.5,2.1,3.5,2005.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3554,2.8,0.418,6.8,1.6,0.327,5,6.7,29,0.2,3.5,4.4,0.379,11.7,1.6,0.692,2.3,63,63,38.6,0.6,3.1,12.1,Rafer Alston,1.6,2.5,4,2006.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3555,2.3,0.389,6,2.3,0.363,6.5,5.4,30,0.1,3.1,4.7,0.375,12.4,1.6,0.734,2.2,82,82,37.1,0.4,2.4,13.3,Rafer Alston,1.6,2.1,3.4,2007.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3556,3,0.427,7,1.9,0.351,5.5,5.3,31,0.2,3.1,4.9,0.394,12.5,1.3,0.715,1.9,74,74,34.1,0.4,1.9,13.1,Rafer Alston,1.3,2.2,3.5,2008.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3557,2.6,0.417,6.4,1.5,0.338,4.3,5.3,32,0.1,2.5,4.1,0.385,10.6,2,0.75,2.7,77,76,31.8,0.4,1.8,11.7,Rafer Alston,1.4,1.8,2.9,2009.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3558,1.9,0.349,5.3,1.1,0.345,3.2,3.4,33,0.2,2.2,3,0.348,8.6,1.1,0.728,1.6,52,38,27.3,0.3,2,8.2,Rafer Alston,1,1.8,2.5,2010.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3559,4,0.467,8.5,0.9,0.403,2.1,1.4,28,0.1,2.4,4.8,0.454,10.6,1.8,0.747,2.4,63,32,28.4,0.8,3.3,12.3,Raja Bell,0.7,1.3,3.2,2005.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3560,2.9,0.471,6.1,2.5,0.442,5.6,2.6,29,0.3,2.6,5.4,0.457,11.8,1.5,0.788,1.8,79,79,37.5,0.6,3.1,14.7,Raja Bell,1,1.1,3.2,2006.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3561,2.6,0.452,5.8,2.6,0.413,6.4,2.5,30,0.3,2.6,5.3,0.432,12.2,1.5,0.776,1.9,78,78,37.4,0.6,3,14.7,Raja Bell,0.6,1.1,3.2,2007.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3562,1.9,0.449,4.2,2.3,0.401,5.9,2.2,31,0.4,3,4.2,0.421,10,1.1,0.868,1.2,75,75,35.3,0.6,2.9,11.9,Raja Bell,0.7,0.9,3.7,2008.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3563,2.8,0.448,6.2,1.7,0.421,4,2.1,32,0.1,3,4.5,0.437,10.2,1.3,0.853,1.5,67,66,34.6,0.6,2.5,11.9,Raja Bell,0.7,1.3,3.6,2009.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3564,2.7,0.471,5.7,2,0.444,4.5,2.2,33,0.3,3,4.7,0.459,10.2,0.5,1,0.5,6,5,30,0.8,2.5,11.8,Raja Bell,0.7,0.8,3.8,2010.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3565,1.8,0.449,4,1,0.352,2.8,1.7,34,0.2,2.1,2.8,0.409,6.9,1.3,0.892,1.5,68,63,30.8,0.5,2.5,8,Raja Bell,0.8,0.9,2.6,2011.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3566,1.4,0.54,2.6,1,0.391,2.6,1.1,35,0.1,1.3,2.4,0.466,5.1,0.6,0.84,0.7,34,33,23.4,0.2,2.3,6.4,Raja Bell,0.4,0.6,1.4,2012.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3567,2.3,0.432,5.4,0.1,0.207,0.4,3.8,20,0.1,2.8,2.4,0.418,5.8,1.5,0.647,2.4,78,25,23.5,0.9,2.3,6.4,Rajon Rondo,1.6,1.8,3.7,2007.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3568,4.5,0.499,9,0.1,0.263,0.2,5.1,21,0.2,3.2,4.6,0.492,9.3,1.4,0.611,2.3,77,77,29.9,1,2.4,10.6,Rajon Rondo,1.7,1.9,4.2,2008.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3569,4.6,0.518,8.9,0.2,0.313,0.6,8.2,22,0.1,4,4.8,0.505,9.5,2.2,0.642,3.4,80,80,33,1.3,2.4,11.9,Rajon Rondo,1.9,2.6,5.2,2009.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3570,5.5,0.536,10.2,0.2,0.213,1,9.8,23,0.1,3.2,5.7,0.508,11.2,2.2,0.621,3.5,81,81,36.6,1.2,2.4,13.7,Rajon Rondo,2.3,3,4.4,2010.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3571,4.5,0.491,9.2,0.1,0.233,0.6,11.2,24,0.2,3.1,4.7,0.475,9.9,1.1,0.568,1.9,68,68,37.2,1.3,1.8,10.6,Rajon Rondo,2.3,3.4,4.4,2011.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3572,4.6,0.464,10,0.2,0.238,0.8,11.7,25,0.1,3.7,4.8,0.448,10.8,2,0.597,3.4,53,53,36.9,1.2,1.9,11.9,Rajon Rondo,1.8,3.6,4.8,2012.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3573,5.6,0.513,10.9,0.3,0.24,1.3,11.1,26,0.2,4.4,5.9,0.484,12.2,1.6,0.645,2.4,38,38,37.4,1.1,2.5,13.7,Rajon Rondo,1.8,3.9,5.6,2013.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3574,3.8,0.442,8.7,0.9,0.289,3,9.8,27,0.1,4.7,4.7,0.403,11.7,1.4,0.627,2.2,30,30,33.3,0.7,2.2,11.7,Rajon Rondo,1.3,3.3,5.5,2014.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3575,2.8,0.436,6.5,0.2,0.429,0.4,7.5,21,0.2,2.9,3,0.436,6.9,1.9,0.78,2.4,17,7,26.5,0.5,1.5,8.1,Ramon Sessions,1,2.1,3.4,2008.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3576,4.3,0.457,9.4,0.1,0.176,0.4,5.7,22,0.1,2.6,4.4,0.445,9.8,3.6,0.794,4.5,79,39,27.5,0.8,2,12.4,Ramon Sessions,1.1,1.9,3.4,2009.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3577,3.1,0.467,6.6,0,0.067,0.2,3.1,23,0.1,1.9,3.1,0.456,6.8,2,0.717,2.8,82,1,21.1,0.7,1.7,8.2,Ramon Sessions,0.7,1.7,2.6,2010.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3578,4.4,0.472,9.4,0,0.2,0.2,5.2,24,0.1,2.6,4.5,0.466,9.6,4.3,0.823,5.2,81,38,26.3,0.6,1.1,13.3,Ramon Sessions,0.7,2.2,3.1,2011.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3579,3.1,0.425,7.3,0.7,0.443,1.5,5.5,25,0,2.8,3.8,0.428,8.8,3,0.782,3.9,64,23,26.7,0.5,1.6,11.3,Ramon Sessions,0.7,2.2,3.3,2012.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3580,4,0.427,9.3,0.5,0.308,1.8,3.8,26,0.1,2.3,4.5,0.408,11.1,4.8,0.839,5.7,61,0,27.1,0.4,1.5,14.4,Ramon Sessions,0.8,1.7,2.8,2013.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3581,3.6,0.457,7.8,0.4,0.282,1.5,4.1,27,0.1,2,4,0.429,9.3,3.9,0.807,4.9,83,19,26.7,0.5,1.1,12.3,Ramon Sessions,0.6,1.8,2.4,2014.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3582,0.2,0.167,1.2,0,0.0,0,0.2,21,0.2,1.6,0.2,0.167,1.2,0.4,0.333,1.2,5,0,8.8,0.2,0.8,0.8,Randolph Morris,0.4,0.4,1.8,2007.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3583,1.2,0.362,3.2,0,0.0,0,0.1,22,0.1,1.4,1.2,0.362,3.2,0.8,0.483,1.6,18,2,10.1,0.7,2.1,3.1,Randolph Morris,0.2,0.5,2.1,2008.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3584,0.3,0.412,0.7,0,0.0,0,0.1,23,0,0.7,0.3,0.412,0.7,0.2,1,0.2,23,0,3.9,0.2,1.1,0.8,Randolph Morris,0.1,0.3,0.9,2009.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3585,0.8,0.561,1.5,0,0.0,0,0.1,24,0.1,1,0.8,0.561,1.5,0.6,0.593,1,28,0,4.4,0.4,1.2,2.2,Randolph Morris,0.2,0.4,1.4,2010.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3586,2.8,0.458,6.2,0.8,0.368,2.3,2.8,23,0.3,2.1,3.7,0.434,8.4,2,0.854,2.3,82,12,22.9,0.6,2.2,10.1,Randy Foye,0.6,1.9,2.7,2007.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3587,3.5,0.436,8.1,1.6,0.412,3.8,4.2,24,0.1,2.9,5.1,0.429,11.8,1.4,0.815,1.7,39,31,32.3,0.3,2.6,13.1,Randy Foye,0.9,2,3.3,2008.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3588,4.1,0.428,9.6,1.6,0.36,4.4,4.3,25,0.4,2.6,5.7,0.407,14,3.3,0.846,3.9,70,61,35.6,0.5,2.9,16.3,Randy Foye,1,2.1,3.1,2009.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3589,2.8,0.442,6.2,0.9,0.346,2.6,3.3,26,0.1,1.6,3.7,0.414,8.8,1.8,0.89,2.1,70,38,23.8,0.2,1.8,10.1,Randy Foye,0.5,1.3,1.9,2010.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3590,2.1,0.43,5,1.1,0.327,3.4,2.7,27,0.3,1.4,3.3,0.388,8.4,2.1,0.893,2.4,63,24,24.6,0.2,1.9,9.8,Randy Foye,0.7,1.5,1.6,2011.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3591,2,0.41,4.8,2,0.386,5.1,2.2,28,0.4,1.7,3.9,0.398,9.9,1.1,0.859,1.3,65,48,25.9,0.4,2,11,Randy Foye,0.7,1.1,2.1,2012.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3592,1.4,0.378,3.7,2.2,0.41,5.3,2,29,0.3,1.3,3.6,0.397,9,1.4,0.819,1.8,82,72,27.4,0.2,2.3,10.8,Randy Foye,0.8,1.1,1.5,2013.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3593,2.1,0.456,4.7,2.3,0.38,6.1,3.5,30,0.5,2.4,4.5,0.413,10.8,1.9,0.849,2.3,81,78,30.7,0.4,2.5,13.2,Randy Foye,0.8,1.8,2.9,2014.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3594,0.3,1,0.3,0,0.0,0,0,26,0,0,0.3,1,0.3,0,,0,4,0,2.8,0.3,0.5,0.5,Randy Holcomb,0,0,0.3,2006.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3595,1,0.386,2.6,0.3,0.625,0.5,2.6,29,0.1,0.5,1.3,0.423,3.1,0.9,0.882,1,17,4,13.4,0.2,1.6,3.8,Randy Livingston,0.7,0.8,0.7,2005.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3596,0,0,0.4,0,0.0,0,0.2,30,0,0.6,0,0,0.4,0,,0,5,0,4.4,0.2,1.2,0,Randy Livingston,0.2,0.2,0.8,2006.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3597,0,0,0.8,0,0.0,0,1,31,0,0,0,0,0.8,0,,0,4,0,6.5,0.3,0.5,0,Randy Livingston,0,0.3,0.3,2007.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3598,2.2,0.49,4.5,0.8,0.372,2.3,0.8,21,0.3,1.4,3.1,0.45,6.8,1,0.736,1.3,79,12,17.2,0.4,2.2,7.9,Rashad McCants,0.6,1.1,1.8,2006.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3599,1.1,0.412,2.8,0.5,0.267,2,1,22,0.2,0.9,1.7,0.35,4.8,1.1,0.69,1.6,37,0,15,0.4,1.9,5,Rashad McCants,0.7,1.1,1.3,2007.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
